Gene ID,Chromosome,Gene Name,Description
NPIL_611411,BMAW01095275.1,sod1,superoxide dismutase
NPIL_611421,BMAW01095275.1,dstyk,hypothetical protein
NPIL_611422,BMAW01095275.1,dstyk,hypothetical protein
NPIL_611431,BMAW01095275.1,Y94H6A.8,probable NADH dehydrogenase 1 alpha subcomplex subunit 12
NPIL_611441,BMAW01095275.1,Unknown,hypothetical protein
NPIL_611451,BMAW01095275.1,AVEN_235032_1,uncharacterized protein
NPIL_611461,BMAW01090938.1,phf11,uncharacterized protein
NPIL_611471,BMAW01025765.1,AVEN_230738_1,integrase_H2C2 domain-containing protein
NPIL_611481,BMAW01030257.1,Unknown,hypothetical protein
NPIL_611491,BMAW01067305.1,Unknown,hypothetical protein
NPIL_611501,BMAW01067305.1,Unknown,hypothetical protein
NPIL_61151,BMAW01016128.1,Unknown,hypothetical protein
NPIL_611511,BMAW01067305.1,AVEN_144982_1,uncharacterized protein
NPIL_611521,BMAW01116713.1,Unknown,hypothetical protein
NPIL_611531,BMAW01116713.1,AVEN_258933_1,uncharacterized protein
NPIL_611541,BMAW01070809.1,AVEN_271635_1,uncharacterized protein
NPIL_611551,BMAW01017448.1,Nop16,nucleolar protein 16
NPIL_611561,BMAW01104974.1,Unknown,hypothetical protein
NPIL_611571,BMAW01066488.1,POLX_1633,retrovirus-related Pol polyprotein from transposon TNT 1-94
NPIL_611581,BMAW01066488.1,Sec14l4,SEC14-like protein 4
NPIL_611591,BMAW01108654.1,Unknown,pro-Pol polyprotein
NPIL_611601,BMAW01097803.1,Sec14l2_7,SEC14-like protein 2
NPIL_61161,BMAW01016128.1,Unknown,hypothetical protein
NPIL_611611,BMAW01053700.1,AVEN_97169_1,DUF1758 domain-containing protein
NPIL_611621,BMAW01052501.1,Unknown,hypothetical protein
NPIL_611631,BMAW01014218.1,Unknown,hypothetical protein
NPIL_611641,BMAW01014218.1,Unknown,hypothetical protein
NPIL_611651,BMAW01096644.1,TY3B-G_834,transposon Ty3-G Gag-Pol polyprotein
NPIL_611661,BMAW01096644.1,Unknown,hypothetical protein
NPIL_611671,BMAW01096644.1,spcs2,probable signal peptidase complex subunit 2
NPIL_611681,BMAW01096644.1,spcs2,probable signal peptidase complex subunit 2
NPIL_611691,BMAW01131944.1,Unknown,hypothetical protein
NPIL_611701,BMAW01018497.1,Unknown,hypothetical protein
NPIL_61171,BMAW01016128.1,Unknown,hypothetical protein
NPIL_611711,BMAW01018497.1,TY3B-G,hypothetical protein
NPIL_611721,BMAW01068982.1,Unknown,hypothetical protein
NPIL_611731,BMAW01068982.1,ZK1073.1,uncharacterized protein ZK1073.1
NPIL_611741,BMAW01068982.1,dnajc22,dnaJ subfamily C member 22
NPIL_611751,BMAW01068982.1,AVEN_115874_1,integrase catalytic domain-containing protein
NPIL_611761,BMAW01068982.1,Ube2j1,ubiquitin-conjugating enzyme E2 J1
NPIL_611762,BMAW01068982.1,Ube2j1,ubiquitin-conjugating enzyme E2 J1
NPIL_611771,BMAW01068982.1,Unknown,hypothetical protein
NPIL_611781,BMAW01068982.1,Unknown,hypothetical protein
NPIL_611791,BMAW01068982.1,Unknown,hypothetical protein
NPIL_611801,BMAW01068982.1,gl_6,protein glass
NPIL_61181,BMAW01016128.1,Unknown,hypothetical protein
NPIL_611811,BMAW01068982.1,Unknown,hypothetical protein
NPIL_611821,BMAW01068982.1,Dnajc4,dnaJ subfamily C member 4
NPIL_611831,BMAW01068982.1,Unknown,venom carboxylesterase-6
NPIL_611841,BMAW01068982.1,MYD88,myeloid differentiation primary response protein MyD88
NPIL_611842,BMAW01068982.1,MYD88,myeloid differentiation primary response protein MyD88
NPIL_611851,BMAW01068982.1,Unknown,hypothetical protein
NPIL_611861,BMAW01068982.1,nfxl1,NF-X1-type zinc finger protein NFXL1
NPIL_611862,BMAW01068982.1,nfxl1,NF-X1-type zinc finger protein NFXL1
NPIL_611871,BMAW01068982.1,Atg13,autophagy-related protein 13 homolog
NPIL_611881,BMAW01068982.1,Fcan01_10661,pro-Pol polyprotein
NPIL_611891,BMAW01068982.1,Unknown,hypothetical protein
NPIL_611901,BMAW01068982.1,Unknown,hypothetical protein
NPIL_61191,BMAW01016128.1,Unknown,hypothetical protein
NPIL_611911,BMAW01068982.1,NCL1_21565,DDB1-and CUL4-associated factor 4
NPIL_611921,BMAW01068982.1,CalpA,calpain-A
NPIL_611931,BMAW01068982.1,Unknown,hypothetical protein
NPIL_611941,BMAW01051156.1,Poxn,paired box pox-neuro protein
NPIL_611951,BMAW01050252.1,Unknown,hypothetical protein
NPIL_611961,BMAW01078383.1,pol_3892,retrovirus-related Pol polyprotein from transposon 297
NPIL_611971,BMAW01087000.1,AVEN_130603_1,uncharacterized protein
NPIL_611981,BMAW01073269.1,Unknown,hypothetical protein
NPIL_611991,BMAW01073269.1,Unknown,hypothetical protein
NPIL_612001,BMAW01073269.1,Unknown,hypothetical protein
NPIL_61201,BMAW01016128.1,cuta,protein CutA homolog
NPIL_612011,BMAW01073269.1,prr5,proline-rich protein 5
NPIL_612021,BMAW01073269.1,NANS,sialic acid synthase
NPIL_612031,BMAW01073269.1,AVEN_198768_1,uncharacterized protein
NPIL_612041,BMAW01073269.1,Map4k3,hypothetical protein
NPIL_612051,BMAW01073269.1,PRICKLE3,prickle planar cell polarity protein 3
NPIL_612061,BMAW01073269.1,AVEN_252690_1,uncharacterized protein
NPIL_612071,BMAW01073269.1,FHL2,four and a half LIM domains protein 2
NPIL_612081,BMAW01073269.1,Unknown,hypothetical protein
NPIL_612091,BMAW01073269.1,ds,protein dachsous
NPIL_6121,BMAW01027052.1,NCL1_28747,PDZ domain-containing protein
NPIL_612101,BMAW01073269.1,Unknown,hypothetical protein
NPIL_61211,BMAW01016128.1,NCL1_33763,uncharacterized protein
NPIL_612111,BMAW01073269.1,Unknown,hypothetical protein
NPIL_612121,BMAW01073269.1,ds,protein dachsous
NPIL_612131,BMAW01073269.1,Unknown,hypothetical protein
NPIL_612141,BMAW01073269.1,Unknown,hypothetical protein
NPIL_612151,BMAW01073269.1,RAPGEF1,rap guanine nucleotide exchange factor 1
NPIL_612161,BMAW01073269.1,Unknown,hypothetical protein
NPIL_612171,BMAW01073269.1,Unknown,hypothetical protein
NPIL_612181,BMAW01073269.1,Unknown,hypothetical protein
NPIL_612191,BMAW01073269.1,Unknown,hypothetical protein
NPIL_612201,BMAW01093243.1,Unknown,hypothetical protein
NPIL_61221,BMAW01016128.1,CHSY1,chondroitin sulfate synthase 1
NPIL_612211,BMAW01093243.1,Unknown,hypothetical protein
NPIL_612221,BMAW01093243.1,Unknown,hypothetical protein
NPIL_612231,BMAW01093243.1,Unknown,hypothetical protein
NPIL_612241,BMAW01093243.1,Unknown,hypothetical protein
NPIL_612251,BMAW01093243.1,AVEN_130546_1,uncharacterized protein
NPIL_612261,BMAW01093243.1,Unknown,hypothetical protein
NPIL_612271,BMAW01093243.1,Unknown,hypothetical protein
NPIL_612281,BMAW01093243.1,AVEN_236479_1,uncharacterized protein
NPIL_612291,BMAW01110201.1,Arv1,protein ARV1
NPIL_612301,BMAW01110201.1,tank-1,poly polymerase tankyrase
NPIL_61231,BMAW01016128.1,Unknown,hypothetical protein
NPIL_612311,BMAW01110201.1,SLC24A4,hypothetical protein
NPIL_612321,BMAW01110201.1,Unknown,hypothetical protein
NPIL_612331,BMAW01110201.1,Sinhcaf,SIN3-HDAC complex-associated factor
NPIL_612341,BMAW01110201.1,Ero1b,ERO1-like protein beta
NPIL_612351,BMAW01110201.1,Tsnax,translin-associated protein X
NPIL_612361,BMAW01110201.1,Unknown,v-type proton ATPase subunit D
NPIL_612371,BMAW01110201.1,AVEN_37396_1,uncharacterized protein
NPIL_612381,BMAW01110201.1,LPGAT1,acyl-CoA:lysophosphatidylglycerol acyltransferase 1
NPIL_612391,BMAW01110201.1,Seipin,seipin
NPIL_612392,BMAW01110201.1,Bscl2,seipin
NPIL_612401,BMAW01110201.1,Rpt2,26S proteasome regulatory subunit 4
NPIL_61241,BMAW01016128.1,Unknown,hypothetical protein
NPIL_612411,BMAW01110201.1,AVEN_246182_1,ANK_REP_REGION domain-containing protein
NPIL_612412,BMAW01110201.1,AVEN_246182_1,ANK_REP_REGION domain-containing protein
NPIL_612421,BMAW01110201.1,rpl-44,60S ribosomal protein L44
NPIL_612431,BMAW01110201.1,Bin3,bridging integrator 3
NPIL_612441,BMAW01110201.1,Unknown,hypothetical protein
NPIL_612451,BMAW01110201.1,Unknown,hypothetical protein
NPIL_612461,BMAW01110201.1,X975_01154,integrase catalytic domain-containing protein
NPIL_612471,BMAW01110201.1,NCL1_22123,uncharacterized protein
NPIL_612481,BMAW01110201.1,Sos2,son of sevenless homolog 2
NPIL_612491,BMAW01110201.1,ccdc39,coiled-coil domain-containing protein 39
NPIL_612501,BMAW01110201.1,ALG9,"alpha-1,2-mannosyltransferase ALG9"
NPIL_61251,BMAW01016128.1,X975_16117,transposable element Tc1 transposase
NPIL_612511,BMAW01110201.1,Unknown,hypothetical protein
NPIL_612521,BMAW01068483.1,Unknown,hypothetical protein
NPIL_612531,BMAW01058253.1,Unknown,hypothetical protein
NPIL_612541,BMAW01026622.1,RF55_19389,pol polyprotein
NPIL_612551,BMAW01026622.1,RF55_14628,gag-pol polyprotein
NPIL_612561,BMAW01026622.1,AVEN_162358_1,uncharacterized protein
NPIL_612571,BMAW01026622.1,RF55_14628,gag-pol polyprotein
NPIL_612581,BMAW01026622.1,AVEN_26388_1,uncharacterized protein
NPIL_612591,BMAW01004484.1,NCL1_47061,uncharacterized protein
NPIL_612601,BMAW01004484.1,NCL1_38110,uncharacterized protein
NPIL_61261,BMAW01103527.1,Unknown,hypothetical protein
NPIL_612611,BMAW01004484.1,Unknown,hypothetical protein
NPIL_612621,BMAW01039437.1,Unknown,hypothetical protein
NPIL_612631,BMAW01118495.1,Unknown,hypothetical protein
NPIL_612641,BMAW01124544.1,Unknown,hypothetical protein
NPIL_612651,BMAW01062626.1,Unknown,retrovirus-related Pol polyprotein from type-1 retrotransposable element R2
NPIL_612661,BMAW01032983.1,Unknown,hypothetical protein
NPIL_612671,BMAW01056530.1,Unknown,hypothetical protein
NPIL_612681,BMAW01131363.1,AVEN_136036_1,uncharacterized protein
NPIL_612691,BMAW01131363.1,NCL1_21155,g-protein coupled receptor 52
NPIL_612701,BMAW01131363.1,SAP9,zinc finger A20 and AN1 domain-containing stress-associated protein 9
NPIL_61271,BMAW01059320.1,Unknown,hypothetical protein
NPIL_612711,BMAW01131363.1,Unknown,hypothetical protein
NPIL_612721,BMAW01131363.1,Unknown,hypothetical protein
NPIL_612731,BMAW01131363.1,Unknown,hypothetical protein
NPIL_612741,BMAW01131363.1,Unknown,hypothetical protein
NPIL_612751,BMAW01131363.1,MED22,mediator of RNA polymerase II transcription subunit 22
NPIL_612761,BMAW01022411.1,Unknown,hypothetical protein
NPIL_612771,BMAW01052853.1,Unknown,hypothetical protein
NPIL_612781,BMAW01052853.1,Unknown,hypothetical protein
NPIL_612791,BMAW01081964.1,COX15,cytochrome c oxidase assembly protein COX15 homolog
NPIL_612801,BMAW01011889.1,Tf2-6_445,transposon Tf2-6 polyprotein
NPIL_61281,BMAW01059320.1,CUBN,cubilin
NPIL_612811,BMAW01011889.1,Unknown,hypothetical protein
NPIL_612821,BMAW01011889.1,AVEN_238874_1,g_PROTEIN_RECEP_F1_2 domain-containing protein
NPIL_612831,BMAW01061769.1,RF55_24856,bel12-ag transposon polyprotein
NPIL_612841,BMAW01044671.1,Unknown,hypothetical protein
NPIL_612851,BMAW01099169.1,NCL1_12002,skeletor
NPIL_612861,BMAW01099169.1,AVEN_4488_1,uncharacterized protein
NPIL_612871,BMAW01099169.1,Unknown,hypothetical protein
NPIL_612881,BMAW01099169.1,Unknown,hypothetical protein
NPIL_612891,BMAW01099169.1,Unknown,hypothetical protein
NPIL_612901,BMAW01107354.1,Unknown,hypothetical protein
NPIL_61291,BMAW01059320.1,phyhd1,phytanoyl-CoA dioxygenase domain-containing protein 1
NPIL_612911,BMAW01107354.1,Unknown,histone H2A
NPIL_612921,BMAW01107354.1,Unknown,hypothetical protein
NPIL_612931,BMAW01004244.1,Unknown,hypothetical protein
NPIL_612941,BMAW01064258.1,NCER2,neutral ceramidase 2
NPIL_612951,BMAW01034690.1,pol_3533,retrovirus-related Pol polyprotein from transposon 297
NPIL_612961,BMAW01086799.1,Unknown,hypothetical protein
NPIL_612962,BMAW01086799.1,Unknown,hypothetical protein
NPIL_612963,BMAW01086799.1,Unknown,hypothetical protein
NPIL_612971,BMAW01090792.1,NCL1_37631,cuticle protein 10.9
NPIL_612981,BMAW01109965.1,Unknown,hypothetical protein
NPIL_612991,BMAW01041646.1,NCL1_40521,ATP-grasp domain-containing protein
NPIL_613001,BMAW01063509.1,KATNB1_1,katanin p80 WD40 repeat-containing subunit B1
NPIL_61301,BMAW01059320.1,CYB561,cytochrome b561
NPIL_613011,BMAW01080077.1,Unknown,hypothetical protein
NPIL_613021,BMAW01057935.1,Unknown,hypothetical protein
NPIL_613031,BMAW01074067.1,Unknown,uncharacterized protein
NPIL_613041,BMAW01105861.1,AVEN_271635_1,uncharacterized protein
NPIL_613051,BMAW01132854.1,AVEN_47965_1,uncharacterized protein
NPIL_613061,BMAW01132854.1,Unknown,hypothetical protein
NPIL_613071,BMAW01132854.1,AVEN_233257_1,uncharacterized protein
NPIL_613081,BMAW01132854.1,Unknown,hypothetical protein
NPIL_613091,BMAW01132854.1,Cyp2j6,cytochrome P450 2J6
NPIL_6131,BMAW01128910.1,Unknown,hypothetical protein
NPIL_613101,BMAW01132854.1,Cyp2j6,cytochrome P450 2J6
NPIL_61311,BMAW01059320.1,AVEN_173954_1,uncharacterized protein
NPIL_613111,BMAW01132854.1,Unknown,hypothetical protein
NPIL_613121,BMAW01132854.1,AVEN_87491_1,DUF1758 domain-containing protein
NPIL_61321,BMAW01059320.1,ndor1,NADPH-dependent diflavin oxidoreductase 1
NPIL_613221,BMAW01132854.1,Unknown,hypothetical protein
NPIL_613231,BMAW01132854.1,Unknown,hypothetical protein
NPIL_613241,BMAW01132854.1,Unknown,hypothetical protein
NPIL_613251,BMAW01132854.1,Unknown,hypothetical protein
NPIL_613261,BMAW01132854.1,Unknown,hypothetical protein
NPIL_613271,BMAW01132854.1,Unknown,hypothetical protein
NPIL_613281,BMAW01007254.1,Unknown,hypothetical protein
NPIL_613291,BMAW01077663.1,Unknown,putative gypsy-29-i dr
NPIL_613301,BMAW01095302.1,Unknown,hypothetical protein
NPIL_61331,BMAW01059320.1,hspa5,endoplasmic reticulum chaperone BiP
NPIL_613311,BMAW01085166.1,POLR3A,DNA-directed RNA polymerase III subunit RPC1
NPIL_613321,BMAW01096084.1,Unknown,hypothetical protein
NPIL_613331,BMAW01011959.1,Unknown,hypothetical protein
NPIL_613341,BMAW01003214.1,SETMAR_215,histone-lysine N-methyltransferase SETMAR
NPIL_613351,BMAW01016923.1,AVEN_154449_1,phospholipase A(2)
NPIL_613361,BMAW01016923.1,nrf-6,nose resistant to fluoxetine protein 6
NPIL_613371,BMAW01125960.1,AVEN_95668_1,integrase catalytic domain-containing protein
NPIL_613381,BMAW01069082.1,Unknown,hypothetical protein
NPIL_613391,BMAW01047002.1,AVEN_119986_1,uncharacterized protein
NPIL_613401,BMAW01108051.1,Unknown,hypothetical protein
NPIL_61341,BMAW01059320.1,AVEN_74276_1,uncharacterized protein
NPIL_613411,BMAW01039804.1,AVEN_14978_1,uncharacterized protein
NPIL_613421,BMAW01039804.1,AVEN_102719_1,uncharacterized protein
NPIL_613431,BMAW01026188.1,Unknown,hypothetical protein
NPIL_613441,BMAW01096804.1,Unknown,hypothetical protein
NPIL_613451,BMAW01026741.1,AVEN_117246_1,uncharacterized protein
NPIL_613461,BMAW01106474.1,Unknown,hypothetical protein
NPIL_613471,BMAW01109259.1,Hsd17b2_5,estradiol 17-beta-dehydrogenase 2
NPIL_613481,BMAW01083126.1,Unknown,uncharacterized protein
NPIL_613491,BMAW01083126.1,Unknown,hypothetical protein
NPIL_613501,BMAW01083126.1,MCM9,DNA helicase MCM9
NPIL_613502,BMAW01083126.1,mcm9,DNA helicase MCM9
NPIL_613503,BMAW01083126.1,NCL1_46446,DNA helicase
NPIL_61351,BMAW01059320.1,Tdrd1,tudor domain-containing protein 1
NPIL_613511,BMAW01083126.1,Large1,LARGE xylosyl- and glucuronyltransferase 1
NPIL_613521,BMAW01083126.1,Unknown,hypothetical protein
NPIL_613531,BMAW01083126.1,Unknown,hypothetical protein
NPIL_613541,BMAW01083126.1,Unknown,hypothetical protein
NPIL_613551,BMAW01083126.1,Unknown,hypothetical protein
NPIL_613561,BMAW01083126.1,Unknown,hypothetical protein
NPIL_613571,BMAW01083126.1,Unknown,hypothetical protein
NPIL_613581,BMAW01083126.1,Unknown,hypothetical protein
NPIL_613591,BMAW01083126.1,Unknown,hypothetical protein
NPIL_613601,BMAW01083126.1,IK_1,protein Red
NPIL_61361,BMAW01059320.1,POL_683,retrovirus-related Pol polyprotein from transposon 412
NPIL_613611,BMAW01083126.1,Unknown,hypothetical protein
NPIL_613621,BMAW01083126.1,Unknown,hypothetical protein
NPIL_613631,BMAW01083126.1,Unknown,hypothetical protein
NPIL_613641,BMAW01083126.1,Unknown,hypothetical protein
NPIL_613651,BMAW01083126.1,Unknown,hypothetical protein
NPIL_613661,BMAW01083126.1,Unknown,hypothetical protein
NPIL_613671,BMAW01083126.1,Unknown,uncharacterized protein
NPIL_613681,BMAW01083126.1,Unknown,hypothetical protein
NPIL_613691,BMAW01083126.1,POGK,pogo transposable element with KRAB domain
NPIL_613701,BMAW01014311.1,Unknown,hypothetical protein
NPIL_61371,BMAW01059320.1,CSMD3,CUB and sushi domain-containing protein 3
NPIL_613711,BMAW01014311.1,AVEN_96773_1,chitin-binding type-2 domain-containing protein
NPIL_613721,BMAW01102818.1,AVEN_236479_1,uncharacterized protein
NPIL_613731,BMAW01102818.1,Unknown,hypothetical protein
NPIL_613741,BMAW01102818.1,AVEN_65616_1,uncharacterized protein
NPIL_613751,BMAW01102818.1,NHP2,hypothetical protein
NPIL_613761,BMAW01102818.1,Cog6,conserved oligomeric Golgi complex subunit 6
NPIL_613771,BMAW01093560.1,MYO15A,unconventional myosin-XV
NPIL_613781,BMAW01090421.1,WH47_07713,SCAN domain-containing protein 3
NPIL_613791,BMAW01125746.1,Unknown,hypothetical protein
NPIL_613801,BMAW01014160.1,Unknown,hypothetical protein
NPIL_61381,BMAW01059320.1,Unknown,hypothetical protein
NPIL_613811,BMAW01014160.1,SETMAR_215,histone-lysine N-methyltransferase SETMAR
NPIL_613821,BMAW01052569.1,ALC56_04051,52 kDa repressor of the inhibitor of the protein kinase
NPIL_613831,BMAW01023883.1,Unknown,hypothetical protein
NPIL_613841,BMAW01055311.1,RBM5,RNA-binding protein 5
NPIL_613851,BMAW01026020.1,AVEN_174868_1,DUF5641 domain-containing protein
NPIL_613861,BMAW01026020.1,Unknown,hypothetical protein
NPIL_613871,BMAW01026020.1,Unknown,hypothetical protein
NPIL_613881,BMAW01049084.1,Unknown,hypothetical protein
NPIL_613891,BMAW01016217.1,Tigd4_24,tigger transposable element-derived protein 4
NPIL_613901,BMAW01065012.1,Orct,organic cation transporter protein
NPIL_61391,BMAW01059320.1,AVEN_14925_1,uncharacterized protein
NPIL_613911,BMAW01032951.1,slc5a8,sodium-coupled monocarboxylate transporter 1
NPIL_613921,BMAW01024083.1,Unknown,hypothetical protein
NPIL_613931,BMAW01024083.1,Unknown,hypothetical protein
NPIL_613941,BMAW01024083.1,Unknown,hypothetical protein
NPIL_613951,BMAW01024083.1,HRH1,histamine H1 receptor
NPIL_613961,BMAW01024083.1,Unknown,hypothetical protein
NPIL_613971,BMAW01024083.1,HRH1,histamine H1 receptor
NPIL_613981,BMAW01024083.1,RF55_22990,transposase domain containing protein
NPIL_613991,BMAW01024083.1,Unknown,hypothetical protein
NPIL_614001,BMAW01024083.1,Unknown,hypothetical protein
NPIL_61401,BMAW01059320.1,Klhl10_1,kelch-like protein 10
NPIL_614011,BMAW01024083.1,Unknown,hypothetical protein
NPIL_614021,BMAW01024083.1,WRi_002620,probable transcriptional regulatory protein WRi_002620
NPIL_614031,BMAW01055861.1,AVEN_29820_1,uncharacterized protein
NPIL_614041,BMAW01120161.1,AVEN_230738_1,integrase_H2C2 domain-containing protein
NPIL_614051,BMAW01017425.1,Unknown,hypothetical protein
NPIL_614061,BMAW01001471.1,Unknown,hypothetical protein
NPIL_614071,BMAW01013986.1,AVEN_176520_1,uncharacterized protein
NPIL_614081,BMAW01020616.1,AVEN_158700_1,uncharacterized protein
NPIL_614091,BMAW01020616.1,Unknown,hypothetical protein
NPIL_6141,BMAW01053760.1,Unknown,hypothetical protein
NPIL_614101,BMAW01020616.1,Unknown,hypothetical protein
NPIL_61411,BMAW01059320.1,Unknown,hypothetical protein
NPIL_614111,BMAW01020616.1,SKIV2L,helicase SKI2W
NPIL_614121,BMAW01020616.1,Gyg1,glycogenin-1
NPIL_614131,BMAW01020616.1,SLC41A1,solute carrier family 41 member 1
NPIL_614141,BMAW01020616.1,Unknown,hypothetical protein
NPIL_614151,BMAW01020616.1,Unknown,hypothetical protein
NPIL_614161,BMAW01020616.1,Unknown,hypothetical protein
NPIL_614171,BMAW01020616.1,Unknown,hypothetical protein
NPIL_614181,BMAW01020616.1,Unknown,hypothetical protein
NPIL_614191,BMAW01020616.1,NCL1_28996,ZP domain-containing protein
NPIL_614201,BMAW01025548.1,Unknown,hypothetical protein
NPIL_61421,BMAW01059320.1,SLC44A1,choline transporter-like protein 1
NPIL_614211,BMAW01042612.1,DNAH12,"dynein heavy chain 12, axonemal"
NPIL_614221,BMAW01101081.1,Unknown,hypothetical protein
NPIL_614231,BMAW01009189.1,Kat6a,histone acetyltransferase
NPIL_614241,BMAW01095165.1,X975_12102,hypothetical protein
NPIL_614251,BMAW01126935.1,Unknown,hypothetical protein
NPIL_614261,BMAW01126935.1,Tf2-9_85,transposon Tf2-9 polyprotein
NPIL_614271,BMAW01095749.1,Unknown,hypothetical protein
NPIL_614281,BMAW01004299.1,Unknown,hypothetical protein
NPIL_614291,BMAW01004299.1,Unknown,hypothetical protein
NPIL_614301,BMAW01004299.1,Unknown,hypothetical protein
NPIL_61431,BMAW01003119.1,Unknown,hypothetical protein
NPIL_614311,BMAW01004299.1,Unknown,hypothetical protein
NPIL_614321,BMAW01020780.1,Map3k7,mitogen-activated protein kinase kinase kinase 7
NPIL_614331,BMAW01116895.1,AVEN_255928_1,integrase catalytic domain-containing protein
NPIL_614341,BMAW01094069.1,Unknown,hypothetical protein
NPIL_614351,BMAW01103460.1,AVEN_148523_1,c2H2-type domain-containing protein
NPIL_614361,BMAW01103460.1,Unknown,hypothetical protein
NPIL_614371,BMAW01079271.1,Unknown,hypothetical protein
NPIL_614381,BMAW01042348.1,Unknown,hypothetical protein
NPIL_614391,BMAW01077883.1,Unknown,hypothetical protein
NPIL_614401,BMAW01114435.1,Unknown,hypothetical protein
NPIL_61441,BMAW01003119.1,Unknown,hypothetical protein
NPIL_614411,BMAW01088832.1,SKIV2L,helicase SKI2W
NPIL_614421,BMAW01088704.1,Unknown,hypothetical protein
NPIL_614431,BMAW01088704.1,Unknown,hypothetical protein
NPIL_614441,BMAW01047627.1,SNX17,sorting nexin-17
NPIL_614451,BMAW01050014.1,Unknown,hypothetical protein
NPIL_614461,BMAW01079650.1,Unknown,hypothetical protein
NPIL_614471,BMAW01041754.1,Unknown,hypothetical protein
NPIL_614481,BMAW01110681.1,POL_1048,retrovirus-related Pol polyprotein from transposon 412
NPIL_614491,BMAW01084732.1,Unknown,hypothetical protein
NPIL_614501,BMAW01091396.1,Unknown,hypothetical protein
NPIL_614511,BMAW01032892.1,Unknown,hypothetical protein
NPIL_614521,BMAW01132874.1,Unknown,hypothetical protein
NPIL_614531,BMAW01076119.1,Unknown,uncharacterized protein
NPIL_614541,BMAW01076119.1,Unknown,hypothetical protein
NPIL_614551,BMAW01052478.1,Elp4,elongator complex protein 4
NPIL_614561,BMAW01052478.1,SLC29A1,equilibrative nucleoside transporter 1
NPIL_614571,BMAW01052478.1,pol_431,retrovirus-related Pol polyprotein from transposon 17.6
NPIL_614581,BMAW01052478.1,Unknown,hypothetical protein
NPIL_614591,BMAW01052478.1,tutl,protein turtle
NPIL_614601,BMAW01052478.1,NCL1_44515,basic helix-loop-helix domain-containing protein USF3
NPIL_614611,BMAW01052478.1,AVEN_88574_1,integrase catalytic domain-containing protein
NPIL_614621,BMAW01052478.1,NCL1_18726,uncharacterized protein
NPIL_614631,BMAW01052478.1,Unknown,hypothetical protein
NPIL_614641,BMAW01052478.1,Tufm,"elongation factor Tu, mitochondrial"
NPIL_614651,BMAW01108273.1,AVEN_115760_1,DUF1758 domain-containing protein
NPIL_614661,BMAW01108273.1,AVEN_10594_1,integrase catalytic domain-containing protein
NPIL_614671,BMAW01007759.1,AVEN_243058_1,DUF4817 domain-containing protein
NPIL_614681,BMAW01087482.1,Unknown,hypothetical protein
NPIL_614691,BMAW01028437.1,AVEN_74179_1,uncharacterized protein
NPIL_614701,BMAW01004060.1,Unknown,hypothetical protein
NPIL_61471,BMAW01043795.1,Unknown,hypothetical protein
NPIL_614711,BMAW01004019.1,Unknown,hypothetical protein
NPIL_614721,BMAW01130084.1,Unknown,hypothetical protein
NPIL_614731,BMAW01130084.1,POL_141,retrovirus-related Pol polyprotein from transposon 412
NPIL_614741,BMAW01130084.1,K02A2.6,uncharacterized protein K02A2.6
NPIL_614751,BMAW01115798.1,TIGD1_1,tigger transposable element-derived protein 1
NPIL_614761,BMAW01115798.1,AVEN_77099_1,uncharacterized protein
NPIL_614771,BMAW01115798.1,Unknown,hypothetical protein
NPIL_614781,BMAW01115798.1,Unknown,hypothetical protein
NPIL_614791,BMAW01115798.1,AVEN_77099_1,uncharacterized protein
NPIL_614801,BMAW01115798.1,AVEN_65314_1,integrase catalytic domain-containing protein
NPIL_61481,BMAW01029686.1,TIMM44,mitochondrial import inner membrane translocase subunit TIM44
NPIL_614811,BMAW01115798.1,AVEN_77099_1,uncharacterized protein
NPIL_614821,BMAW01115798.1,AVEN_274615_1,uncharacterized protein
NPIL_614831,BMAW01123135.1,Hdc,histidine decarboxylase
NPIL_614841,BMAW01112442.1,Unknown,hypothetical protein
NPIL_614851,BMAW01022849.1,Unknown,hypothetical protein
NPIL_614861,BMAW01070242.1,AVEN_154287_1,uncharacterized protein
NPIL_614871,BMAW01073235.1,NCL1_12872,uncharacterized protein
NPIL_614881,BMAW01118385.1,Unknown,hypothetical protein
NPIL_614891,BMAW01022561.1,AVEN_111979_1,uncharacterized protein
NPIL_614901,BMAW01018344.1,Unknown,hypothetical protein
NPIL_61491,BMAW01100012.1,Tf2-6_408,transposon Tf2-6 polyprotein
NPIL_614911,BMAW01018344.1,Unknown,hypothetical protein
NPIL_614921,BMAW01018344.1,Unknown,hypothetical protein
NPIL_614931,BMAW01015810.1,EVAR_102854_1,uncharacterized protein
NPIL_614941,BMAW01110453.1,Unknown,hypothetical protein
NPIL_614951,BMAW01071346.1,Unknown,hypothetical protein
NPIL_614961,BMAW01100238.1,Unknown,hypothetical protein
NPIL_614971,BMAW01124568.1,FAM120B_3,constitutive coactivator of peroxisome proliferator-activated receptor gamma
NPIL_614981,BMAW01124568.1,NCL1_18178,uncharacterized protein
NPIL_614991,BMAW01124568.1,WH47_07713,SCAN domain-containing protein 3
NPIL_615001,BMAW01124568.1,FAM120B_1,constitutive coactivator of peroxisome proliferator-activated receptor gamma
NPIL_61501,BMAW01008938.1,mth2_0,g-protein coupled receptor Mth2
NPIL_615011,BMAW01124568.1,FAM120B,constitutive coactivator of peroxisome proliferator-activated receptor gamma
