# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-g" "gene_id" "-a" "annotation.gtf" "-o" "counts/temp_counts_gene.txt" "alignments/NPFM1_sorted.bam" "alignments/NPFM2_sorted.bam" "alignments/NPFM3_sorted.bam" "alignments/NPFM4_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/NPFM1_sorted.bam	alignments/NPFM2_sorted.bam	alignments/NPFM3_sorted.bam	alignments/NPFM4_sorted.bam
NPIL_686001	BMAW01129960.1	383350	383661	-	312	0	0	0	0
NPIL_686011	BMAW01129960.1	383840	384109	-	270	0	0	0	0
NPIL_686021	BMAW01129960.1	406458	493392	+	86935	157	275	554	326
NPIL_686031	BMAW01129960.1	495276	495533	+	258	0	0	0	0
NPIL_686042	BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1	517622;519417;519538;521374;522963;526288;528810;530235;530909;533617;536693;537644;539766;541285;621986	517651;519461;519673;521864;523076;526468;529429;530407;531130;534201;536954;537888;539840;541365;622031	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3306	0	0	0	0
NPIL_686041	BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1	517622;519417;519538;521374;522963;526288;528810;530235;530909;533617;535917;536693;537644;539766;541285;621986	517651;519461;519673;521864;523076;526468;529429;530407;531130;534201;536144;536954;537888;539840;541365;622031	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3534	0	14	2	0
NPIL_686051	BMAW01129960.1	564211	564558	-	348	5	6	13	4
NPIL_686061	BMAW01129960.1	653562	668647	-	15086	191	80	79	345
NPIL_686071	BMAW01129960.1	669275	684191	+	14917	25	18	54	10
NPIL_686081	BMAW01129960.1	691384	691743	-	360	0	0	0	0
NPIL_686091	BMAW01129960.1	706624	706947	-	324	0	0	7	0
NPIL_686101	BMAW01129960.1	717215	734157	-	16943	40	17	44	14
NPIL_686111	BMAW01129960.1	736243	747815	+	11573	17	27	32	98
NPIL_686121	BMAW01129960.1	759329	762693	-	3365	1599	202	13	354
NPIL_686131	BMAW01129960.1	799979	802735	+	2757	2	4	10	8
NPIL_686141	BMAW01129960.1	827299	850601	-	23303	158	111	140	54
NPIL_686151	BMAW01129960.1	851283	853634	+	2352	1250	428	97	756
NPIL_686161	BMAW01129960.1	872565	923438	+	50874	85	149	284	30
NPIL_686171	BMAW01129960.1	924523	990452	-	65930	1173	414	313	1718
NPIL_686181	BMAW01129960.1	1071628	1071891	-	264	0	0	0	0
NPIL_686191	BMAW01129960.1	1094527	1094766	+	240	2	0	0	0
NPIL_686201	BMAW01129960.1	1104193	1127506	-	23314	1497	492	139	2676
NPIL_686212	BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1	1151919;1154521;1158009;1163082;1163462;1164241;1166675;1171953;1172643	1152290;1154670;1158204;1163194;1163584;1164366;1166826;1172120;1173084	-;-;-;-;-;-;-;-;-	1842	0	0	0	0
NPIL_686211	BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1;BMAW01129960.1	1151919;1153318;1154521;1158009;1163082;1163462;1164241;1166675;1171953;1172643	1152290;1153389;1154670;1158204;1163194;1163584;1164366;1166826;1172120;1173084	-;-;-;-;-;-;-;-;-;-	1914	0	0	2	0
NPIL_686221	BMAW01129960.1	1229759	1235165	+	5407	0	8	18	0
NPIL_686231	BMAW01129960.1	1264765	1265190	+	426	0	0	0	0
NPIL_686241	BMAW01129960.1	1344280	1345240	-	961	0	8	2	0
NPIL_386011	BMAW01129961.1	2	1147	+	1146	0	0	1	0
NPIL_432201	BMAW01129966.1	43420	46871	+	3452	0	10	12	6
NPIL_432211	BMAW01129966.1	53073	56508	+	3436	0	5	20	0
NPIL_432221	BMAW01129966.1	57967	60918	+	2952	0	13	15	3
NPIL_432231	BMAW01129966.1	65062	65695	-	634	0	0	15	0
NPIL_432241	BMAW01129966.1	85342	94881	-	9540	0	19	70	0
NPIL_432251	BMAW01129966.1	114359	243398	-	129040	87	252	465	35
NPIL_432261	BMAW01129966.1	243440	326673	-	83234	21	161	421	3
NPIL_432271	BMAW01129966.1	368576	376647	-	8072	4	0	32	0
NPIL_432281	BMAW01129966.1	493301	493609	-	309	0	0	2	0
NPIL_432291	BMAW01129966.1	516192	516455	-	264	0	0	2	0
NPIL_432301	BMAW01129966.1	545887	550874	+	4988	0	0	10	0
NPIL_432311	BMAW01129966.1	644647	645012	+	366	0	0	5	0
NPIL_432321	BMAW01129966.1	699622	745761	-	46140	103	68	207	33
NPIL_432331	BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1	752197;753954;758800;761177;761463;761609;762509;764837;765940;769294;769489;769671;772816;773576;774301;775907;776126;779436;781353;781893;782662;784092;785521;786567;787935;789262;789589;790967;793370	752199;754064;758892;761248;761516;761776;762602;764901;766252;769406;769582;769789;772988;773660;774366;775996;776281;779534;781433;781979;782790;784166;785598;786671;788436;789273;789632;791135;793527	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3408	0	0	0	1
NPIL_432332	BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1;BMAW01129966.1	752197;753954;758800;761177;761463;761609;762509;764837;765940;769294;769489;769671;772816;773576;774301;775907;776126;779436;781353;781893;782662;784092;785521;786567;787935;789589;790967;793370	752199;754064;758892;761248;761516;761776;762602;764901;766252;769406;769582;769789;772988;773660;774366;775996;776281;779534;781433;781979;782790;784166;785598;786671;788436;789632;791135;793527	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3396	0	0	0	0
NPIL_432341	BMAW01129966.1	813642	813911	-	270	0	0	4	0
NPIL_82197	BMAW01129966.1	827549	827635	+	87	0	0	0	0
NPIL_632791	BMAW01129968.1	7808	8158	+	351	0	0	0	0
NPIL_688521	BMAW01129975.1	2593	7635	+	5043	2	2	1	0
NPIL_285811	BMAW01129976.1	115667	119906	-	4240	0	0	8	0
NPIL_520001	BMAW01129982.1	3901	5566	-	1666	0	0	2	0
NPIL_585251	BMAW01129985.1	5672	6925	+	1254	0	0	3	0
NPIL_585261	BMAW01129985.1	9186	9749	-	564	0	0	0	0
NPIL_150591	BMAW01129998.1	384	824	+	441	0	0	0	0
NPIL_554661	BMAW01130000.1	578	764	+	187	0	0	0	0
NPIL_554671	BMAW01130000.1	7747	9003	-	1257	0	0	2	0
NPIL_689011	BMAW01130001.1	2872	2985	-	114	0	0	0	0
NPIL_33421	BMAW01130002.1	245	535	+	291	0	0	0	0
NPIL_359711	BMAW01130009.1	253	411	+	159	0	0	0	0
NPIL_505291	BMAW01130010.1	2	175	+	174	0	0	0	0
NPIL_92831	BMAW01130021.1	18243	18602	+	360	0	0	2	0
NPIL_391601	BMAW01130022.1	2952	10497	+	7546	0	6	45	0
NPIL_223511	BMAW01130025.1	11922	12368	+	447	0	0	0	0
NPIL_223521	BMAW01130025.1	69671	72360	+	2690	0	0	4	0
NPIL_585781	BMAW01130026.1	18227	39251	-	21025	34	73	129	19
NPIL_585791	BMAW01130026.1	55314	91917	-	36604	17	41	84	35
NPIL_585801	BMAW01130026.1	92934	94830	-	1897	0	0	0	0
NPIL_367061	BMAW01130028.1	372	3982	+	3611	0	0	0	0
NPIL_367071	BMAW01130028.1	18292	18618	+	327	0	0	2	0
NPIL_464891	BMAW01130030.1	4787	5287	-	501	0	0	2	4
NPIL_464901	BMAW01130030.1	8708	10276	-	1569	0	0	2	0
NPIL_230361	BMAW01130040.1	3633	3771	+	139	0	0	0	0
NPIL_604341	BMAW01130052.1	727	3876	+	3150	0	0	2	0
NPIL_100101	BMAW01130053.1	692	899	+	208	0	0	0	0
NPIL_100111	BMAW01130053.1	4639	5031	-	393	0	0	2	0
NPIL_6211	BMAW01130055.1	43575	57248	+	13674	277	158	80	455
NPIL_6221	BMAW01130055.1	57944	66785	-	8842	166	83	31	200
NPIL_6231	BMAW01130055.1	73819	74967	-	1149	4	0	5	17
NPIL_6241	BMAW01130055.1	77344	77637	-	294	0	0	2	0
NPIL_6251	BMAW01130055.1	80026	81563	+	1538	0	31	44	0
NPIL_6261	BMAW01130055.1	99136	102858	-	3723	55	69	23	148
NPIL_6271	BMAW01130055.1	106905	119197	+	12293	12	65	147	2
NPIL_6281	BMAW01130055.1	146633	146950	+	318	0	0	4	0
NPIL_6291	BMAW01130055.1	333971	338240	-	4270	0	0	5	0
NPIL_6301	BMAW01130055.1	558608	571441	+	12834	2	1	18	0
NPIL_90721	BMAW01130060.1	686	1033	+	348	0	0	0	0
NPIL_173841	BMAW01130064.1	1649	2854	+	1206	0	0	0	0
NPIL_173851	BMAW01130064.1	11257	37247	-	25991	0	30	72	2
NPIL_173861	BMAW01130064.1	48606	51164	+	2559	0	0	6	0
NPIL_173871	BMAW01130064.1	62910	63311	-	402	0	0	0	0
NPIL_173881	BMAW01130064.1	68719	73844	-	5126	0	0	8	0
NPIL_173891	BMAW01130064.1	96509	97318	-	810	0	0	2	0
NPIL_173901	BMAW01130064.1	110903	111646	+	744	0	0	2	0
NPIL_173911	BMAW01130064.1	124284	125024	-	741	0	0	2	0
NPIL_173921	BMAW01130064.1	137580	138743	-	1164	0	0	2	0
NPIL_173931	BMAW01130064.1	148041	148778	-	738	0	0	6	0
NPIL_4441	BMAW01130065.1	12766	13053	+	288	0	0	0	0
NPIL_331251	BMAW01130068.1	3315	8952	-	5638	0	3	0	0
NPIL_643911	BMAW01130077.1	20943	21209	+	267	0	0	0	0
NPIL_643921	BMAW01130077.1	31605	32120	+	516	0	0	0	0
NPIL_643931	BMAW01130077.1	36478	38327	+	1850	0	0	0	0
NPIL_643941	BMAW01130077.1	55650	55961	+	312	0	0	0	0
NPIL_614721	BMAW01130084.1	43360	43665	-	306	0	0	0	0
NPIL_614731	BMAW01130084.1	43741	44172	-	432	0	0	6	0
NPIL_614741	BMAW01130084.1	45247	46565	-	1319	0	0	2	0
NPIL_76161	BMAW01130087.1	79	227	+	149	0	0	0	0
NPIL_334741	BMAW01130091.1	2789	3163	+	375	0	0	1	0
NPIL_128941	BMAW01130096.1	4220	4372	-	153	0	0	0	0
NPIL_20931	BMAW01130098.1	45013	47856	-	2844	0	6	9	0
NPIL_656831	BMAW01130103.1	841	2705	+	1865	0	0	0	0
NPIL_668241	BMAW01130105.1	1103	4574	-	3472	0	0	0	0
NPIL_569231	BMAW01130108.1	73550	77023	-	3474	0	0	0	0
NPIL_569241	BMAW01130108.1	382716	384771	+	2056	0	6	4	2
NPIL_67001	BMAW01130122.1	9561	11015	+	1455	1	11	2	0
NPIL_328121	BMAW01130135.1	4937	5962	-	1026	0	0	4	0
NPIL_14271	BMAW01130140.1	10820	34036	+	23217	65	47	90	7
NPIL_14281	BMAW01130140.1	154981	155596	+	616	0	0	0	0
NPIL_14291	BMAW01130140.1	156823	162087	+	5265	2	9	5	0
NPIL_14301	BMAW01130140.1	237024	279250	+	42227	30	66	183	3
NPIL_14311	BMAW01130140.1	302307	306467	-	4161	0	15	37	0
NPIL_14321	BMAW01130140.1	330293	330682	+	390	3	0	0	0
NPIL_14331	BMAW01130140.1	353225	353806	+	582	0	0	2	0
NPIL_82198	BMAW01130140.1;BMAW01130140.1	371350;371398	371393;371451	+;+	98	0	0	0	0
NPIL_14341	BMAW01130140.1	373019	379240	+	6222	2	7	10	0
NPIL_14351	BMAW01130140.1	525615	525950	+	336	2	0	5	2
NPIL_14361	BMAW01130140.1;BMAW01130140.1;BMAW01130140.1;BMAW01130140.1;BMAW01130140.1;BMAW01130140.1	540305;603957;606069;608327;613752;642176	540319;604081;606119;608521;613877;642344	+;+;+;+;+;+	681	0	2	0	0
NPIL_14362	BMAW01130140.1;BMAW01130140.1;BMAW01130140.1;BMAW01130140.1;BMAW01130140.1	540305;603957;608327;613752;642176	540319;604081;608521;613877;642344	+;+;+;+;+	630	0	0	0	0
NPIL_14371	BMAW01130140.1	670004	670342	-	339	0	0	1	0
NPIL_14381	BMAW01130140.1	680715	680999	-	285	2	0	0	0
NPIL_125941	BMAW01130153.1	7076	7426	-	351	0	0	0	0
NPIL_700401	BMAW01130163.1	10093	13594	-	3502	0	0	6	0
NPIL_128121	BMAW01130172.1	1181	1621	-	441	0	0	0	0
NPIL_697881	BMAW01130173.1	19486	23588	-	4103	28	24	16	39
NPIL_697891	BMAW01130173.1	24107	30557	+	6451	0	4	22	6
NPIL_697901	BMAW01130173.1	39187	148495	-	109309	120	263	467	168
NPIL_697911	BMAW01130173.1	184161	195968	-	11808	36	53	77	76
NPIL_697921	BMAW01130173.1	205662	214344	+	8683	0	8	28	0
NPIL_697931	BMAW01130173.1	225153	235054	+	9902	0	4	20	2
NPIL_697941	BMAW01130173.1	236576	237969	+	1394	0	0	4	0
NPIL_697951	BMAW01130173.1	268966	313012	-	44047	24	137	272	18
NPIL_697961	BMAW01130173.1	387763	389876	+	2114	11	4	12	13
NPIL_697971	BMAW01130173.1	417702	417974	+	273	0	4	1	1
NPIL_697981	BMAW01130173.1	418138	418542	-	405	0	10	19	1
NPIL_697991	BMAW01130173.1	450090	463571	-	13482	0	54	58	4
NPIL_698001	BMAW01130173.1	505159	505455	+	297	0	0	3	0
NPIL_698011	BMAW01130173.1	549144	557469	+	8326	0	51	80	0
NPIL_698021	BMAW01130173.1	570033	573084	-	3052	0	1	3	0
NPIL_698031	BMAW01130173.1	578689	587589	+	8901	0	47	55	0
NPIL_698041	BMAW01130173.1	626804	672672	-	45869	15	173	301	4
NPIL_698051	BMAW01130173.1	709769	710557	-	789	0	0	2	0
NPIL_698061	BMAW01130173.1	738281	739105	+	825	1	0	2	3
NPIL_698071	BMAW01130173.1;BMAW01130173.1	759127;814405	764716;843828	+;+	35014	103	56	106	122
NPIL_698081	BMAW01130173.1	782597	782854	+	258	0	0	0	0
NPIL_698091	BMAW01130173.1	789354	789647	+	294	1	0	3	0
NPIL_698101	BMAW01130173.1	851538	869232	-	17695	46	44	111	20
NPIL_82199	BMAW01130173.1	904689	904761	+	73	0	1	1	0
NPIL_199851	BMAW01130189.1	618	5912	+	5295	0	0	0	0
NPIL_460481	BMAW01130192.1	16985	21458	-	4474	0	2	5	0
NPIL_460131	BMAW01130194.1	2290	3616	+	1327	0	0	4	0
NPIL_460141	BMAW01130194.1	9900	10730	-	831	12	0	1	2
NPIL_460151	BMAW01130194.1	10910	16201	-	5292	0	1	10	0
NPIL_693551	BMAW01130204.1	658	2036	-	1379	23	1	1	70
NPIL_402551	BMAW01130210.1	6897	31078	-	24182	17	10	29	0
NPIL_476581	BMAW01130215.1	3259	3387	-	129	0	0	0	0
NPIL_521681	BMAW01130220.1	595	722	-	128	0	0	0	0
NPIL_518721	BMAW01130221.1	10357	10656	-	300	0	0	0	0
NPIL_521381	BMAW01130223.1	813	4737	-	3925	0	0	0	0
NPIL_60391	BMAW01130231.1	1263	1454	+	192	0	0	0	0
NPIL_168721	BMAW01130233.1	606	13567	+	12962	9	8	2	0
NPIL_168731	BMAW01130233.1	14012	42489	-	28478	4	2	4	1
NPIL_168741	BMAW01130233.1	68837	78349	-	9513	0	0	0	0
NPIL_156001	BMAW01130250.1	13236	13988	-	753	0	0	0	0
NPIL_362921	BMAW01130251.1	1	234	-	234	3	0	0	0
NPIL_82200	BMAW01130254.1;BMAW01130254.1	691;761	728;806	+;+	84	0	0	9	0
NPIL_31931	BMAW01130256.1	2037	27456	+	25420	6	42	123	8
NPIL_31941	BMAW01130256.1	35929	39818	+	3890	0	3	5	0
NPIL_31951	BMAW01130256.1	49237	57041	+	7805	1322	306	34	508
NPIL_31961	BMAW01130256.1	60446	105974	-	45529	702	245	244	298
NPIL_31971	BMAW01130256.1	120847	143998	+	23152	371	213	125	618
NPIL_31981	BMAW01130256.1	148443	156572	-	8130	340	76	25	285
NPIL_31991	BMAW01130256.1	185585	230958	+	45374	305	71	142	155
NPIL_32001	BMAW01130256.1	245943	252522	+	6580	0	106	28	4
NPIL_32011	BMAW01130256.1	263180	287900	+	24721	2	13	99	0
NPIL_244751	BMAW01130260.1	611	729	-	119	0	0	1	0
NPIL_9071	BMAW01130263.1	272	1810	+	1539	6	3	0	5
NPIL_684811	BMAW01130264.1	1993	2140	-	148	0	0	1	0
NPIL_694171	BMAW01130272.1	2696	9104	-	6409	0	0	3	0
NPIL_430001	BMAW01130280.1	9441	11969	-	2529	0	9	43	0
NPIL_574232	BMAW01130285.1;BMAW01130285.1;BMAW01130285.1;BMAW01130285.1	1036;1428;2613;5811	1062;1469;2750;6098	+;+;+;+	495	0	0	0	0
NPIL_574231	BMAW01130285.1;BMAW01130285.1;BMAW01130285.1	1036;2613;5811	1062;2750;6098	+;+;+	453	0	0	0	0
NPIL_251181	BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1	28073;33400;34718;39358;48649;52571;62536;68618;69620;69843;70275;84717;86712	28345;33608;34752;39501;48713;52761;62617;68710;69766;69938;70471;84805;86917	+;+;+;+;+;+;+;+;+;+;+;+;+	1827	0	0	0	0
NPIL_251182	BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1;BMAW01130289.1	28073;33400;34718;39358;48649;52571;54501;62536;68618;69620;69843;70275;84717;86712	28345;33608;34752;39501;48713;52761;54518;62617;68710;69766;69938;70471;84805;86917	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1845	0	22	20	0
NPIL_251191	BMAW01130289.1	122253	135590	+	13338	2	2	28	6
NPIL_251201	BMAW01130289.1	138422	161908	-	23487	1027	339	189	693
NPIL_251211	BMAW01130289.1	180102	180593	-	492	0	0	0	0
NPIL_251221	BMAW01130289.1	184115	185742	+	1628	2	2	0	2
NPIL_251231	BMAW01130289.1	189239	189565	+	327	0	0	0	0
NPIL_251241	BMAW01130289.1	191881	226430	-	34550	343	123	69	189
NPIL_251251	BMAW01130289.1	228426	250785	+	22360	2077	4	63	242
NPIL_251261	BMAW01130289.1	255604	257278	-	1675	4	0	3	0
NPIL_251271	BMAW01130289.1	342613	342876	-	264	4	2	0	2
NPIL_251281	BMAW01130289.1	343628	343960	-	333	3	1	0	6
NPIL_251291	BMAW01130289.1	386691	386945	-	255	0	2	2	0
NPIL_251301	BMAW01130289.1	403591	420505	+	16915	44	57	110	9
NPIL_251311	BMAW01130289.1	435148	437928	-	2781	0	0	7	0
NPIL_251321	BMAW01130289.1	463189	463668	+	480	5	0	5	0
NPIL_251331	BMAW01130289.1	473513	474136	+	624	0	0	4	0
NPIL_251341	BMAW01130289.1	474519	474767	+	249	0	4	0	0
NPIL_251351	BMAW01130289.1	484331	497033	-	12703	2124	852	153	1248
NPIL_251361	BMAW01130289.1	497589	498242	+	654	453	158	12	934
NPIL_251371	BMAW01130289.1	501654	502292	+	639	23	8	4	116
NPIL_251381	BMAW01130289.1	511564	511875	+	312	0	0	1	0
NPIL_251391	BMAW01130289.1	534944	535456	+	513	0	0	0	0
NPIL_239571	BMAW01130294.1	3682	5493	+	1812	0	2	2	2
NPIL_104111	BMAW01130296.1	435	5889	-	5455	8	31	70	5
NPIL_93261	BMAW01130302.1	3097	3239	+	143	0	0	0	0
NPIL_621181	BMAW01130303.1	1	794	-	794	0	0	0	0
NPIL_621191	BMAW01130303.1	875	1270	-	396	0	0	2	0
NPIL_261491	BMAW01130309.1	573	643	-	71	0	0	0	0
NPIL_261501	BMAW01130309.1	1036	1293	-	258	0	0	0	0
NPIL_261511	BMAW01130309.1	1643	7910	-	6268	0	0	0	0
NPIL_139731	BMAW01130313.1	2	1201	+	1200	0	0	0	0
NPIL_82201_1	BMAW01130314.1	147	219	+	73	0	0	0	0
NPIL_408101	BMAW01130321.1	95474	96216	+	743	0	0	0	0
NPIL_408111	BMAW01130321.1	112604	112954	-	351	0	0	0	0
NPIL_408121	BMAW01130321.1	112977	113779	-	803	0	0	2	0
NPIL_408131	BMAW01130321.1	184597	186898	+	2302	0	0	2	0
NPIL_408141	BMAW01130321.1	202118	207812	+	5695	6	5	10	0
NPIL_408151	BMAW01130321.1	208425	210626	-	2202	0	0	7	0
NPIL_408161	BMAW01130321.1	212796	213104	+	309	0	0	0	0
NPIL_565181	BMAW01130322.1	7808	8041	-	234	0	0	0	0
NPIL_464111	BMAW01130332.1	1045	1092	-	48	0	0	0	0
NPIL_559521	BMAW01130338.1	4669	5766	-	1098	3	1	9	11
NPIL_675641	BMAW01130341.1	155	373	-	219	0	0	0	0
NPIL_332011	BMAW01130342.1	1533	1871	-	339	0	0	0	0
NPIL_167711	BMAW01130347.1	373	669	+	297	0	4	0	6
NPIL_148571	BMAW01130350.1	1	803	-	803	0	2	4	0
NPIL_148581	BMAW01130350.1	7325	7663	+	339	0	0	0	0
NPIL_148591	BMAW01130350.1	10684	11109	+	426	0	0	0	0
NPIL_148601	BMAW01130350.1	11350	11667	+	318	0	0	0	0
NPIL_394271	BMAW01130354.1	19306	21713	-	2408	0	1	1	0
NPIL_394281	BMAW01130354.1	104029	104319	+	291	0	0	0	0
NPIL_546551	BMAW01130356.1	4401	45419	-	41019	11	38	20	18
NPIL_546561	BMAW01130356.1	46700	59637	-	12938	0	8	0	0
NPIL_546571	BMAW01130356.1	62054	91227	-	29174	2	3	8	0
NPIL_546581	BMAW01130356.1	95879	104634	-	8756	4	0	18	0
NPIL_546591	BMAW01130356.1	106443	134388	-	27946	2	13	95	0
NPIL_546601	BMAW01130356.1	135843	150537	-	14695	6	10	37	2
NPIL_546611	BMAW01130356.1	151996	153691	-	1696	0	0	4	0
NPIL_546621	BMAW01130356.1	155763	159234	-	3472	0	4	15	0
NPIL_546631	BMAW01130356.1	162528	166876	-	4349	0	0	5	0
NPIL_546641	BMAW01130356.1	174826	191371	+	16546	2	15	35	2
NPIL_546651	BMAW01130356.1	191393	206439	+	15047	78	44	68	14
NPIL_129411	BMAW01130361.1	23112	24531	-	1420	0	0	0	0
NPIL_628331	BMAW01130367.1	7274	7855	-	582	0	0	0	0
NPIL_628341	BMAW01130367.1	38185	38424	-	240	0	0	0	0
NPIL_628351	BMAW01130367.1	40462	42163	+	1702	0	0	0	0
NPIL_628361	BMAW01130367.1	42684	43019	-	336	0	0	3	0
NPIL_628371	BMAW01130367.1	43188	43853	-	666	0	0	3	0
NPIL_628381	BMAW01130367.1	54152	56957	+	2806	0	4	9	0
NPIL_628391	BMAW01130367.1	99976	100542	+	567	0	0	0	0
NPIL_628401	BMAW01130367.1	107983	108288	+	306	0	0	0	0
NPIL_628411	BMAW01130367.1	116660	116968	-	309	0	0	4	0
NPIL_628421	BMAW01130367.1	161997	164396	-	2400	0	0	2	0
NPIL_628431	BMAW01130367.1	197138	197584	+	447	0	0	3	0
NPIL_543781	BMAW01130369.1	325	3733	-	3409	0	0	0	0
NPIL_490031	BMAW01130377.1	45643	46014	+	372	0	0	0	0
NPIL_52961	BMAW01130382.1	10441	10680	+	240	0	0	0	0
NPIL_73641	BMAW01130387.1	3962	9195	-	5234	106	82	32	214
NPIL_73651	BMAW01130387.1	9987	10352	+	366	0	0	0	0
NPIL_101651	BMAW01130389.1	23055	93909	+	70855	166	239	480	136
NPIL_101661	BMAW01130389.1	115660	263989	+	148330	261	324	605	41
NPIL_633871	BMAW01130409.1	2396	33490	+	31095	31	33	89	4
NPIL_633881	BMAW01130409.1	40317	42963	+	2647	32	3	6	41
NPIL_633891	BMAW01130409.1	59832	60242	-	411	0	0	0	0
NPIL_633901	BMAW01130409.1	74607	108189	-	33583	83	91	92	6
NPIL_633912	BMAW01130409.1;BMAW01130409.1;BMAW01130409.1;BMAW01130409.1;BMAW01130409.1;BMAW01130409.1;BMAW01130409.1	124374;125196;129904;131336;133467;139423;141324	124631;125354;130164;131542;133664;139515;141335	-;-;-;-;-;-;-	1188	0	0	0	0
NPIL_633911	BMAW01130409.1;BMAW01130409.1;BMAW01130409.1;BMAW01130409.1;BMAW01130409.1;BMAW01130409.1;BMAW01130409.1;BMAW01130409.1	124374;125015;125196;129904;131336;133467;139423;141324	124631;125101;125354;130164;131542;133664;139515;141335	-;-;-;-;-;-;-;-	1275	0	0	0	0
NPIL_633921	BMAW01130409.1	146353	157006	+	10654	0	0	4	0
NPIL_633932	BMAW01130409.1	170289	171017	-	729	0	0	0	0
NPIL_633931	BMAW01130409.1	170289	170891	-	603	0	0	0	0
NPIL_55201	BMAW01130419.1	181	894	-	714	0	0	0	0
NPIL_479781	BMAW01130422.1	1844	2302	-	459	0	2	1	0
NPIL_479791	BMAW01130422.1	3398	4039	-	642	0	0	0	0
NPIL_479801	BMAW01130422.1	4451	4955	+	505	0	0	0	0
NPIL_80150	BMAW01130422.1	5178	6819	+	1642	248	74	98	89
NPIL_479811	BMAW01130422.1;BMAW01130422.1	5519;6252	5709;6444	+;+	384	0	0	0	0
NPIL_479821	BMAW01130422.1	6486	6743	+	258	0	0	0	0
NPIL_176941	BMAW01130429.1	4167	4571	-	405	0	0	0	0
NPIL_388721	BMAW01130431.1	583	806	+	224	0	0	0	0
NPIL_268141	BMAW01130432.1	10284	10604	+	321	0	0	3	0
NPIL_112311	BMAW01130440.1	21898	26404	-	4507	0	3	17	2
NPIL_82001_1	BMAW01130448.1	332	4170	-	3839	0	0	0	0
NPIL_669171	BMAW01130449.1	39168	40246	-	1079	0	0	0	0
NPIL_367871	BMAW01130459.1	3813	4041	+	229	0	2	1	0
NPIL_9701	BMAW01130462.1	1231	1434	+	204	0	0	0	0
NPIL_684171	BMAW01130463.1	1571	2815	+	1245	1	0	6	0
NPIL_175591	BMAW01130465.1	21687	24907	-	3221	0	4	23	0
NPIL_175601	BMAW01130465.1	60269	60586	+	318	0	0	1	0
NPIL_175611	BMAW01130465.1	283031	283360	+	330	0	4	7	0
