"","Chr","Start","End","Strand","Length","NPFM1","NPFM2","NPFM3","NPFM4","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","FoldChange"
"NPIL_81843","BMAW01107478.1","2768","2839","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81844","BMAW01107600.1;BMAW01107600.1","7523;7573","7558;7609","-;-",73,1,2,2,0,1.42527110217108,-0.679670542487309,3.8640313414181,-0.175896746799644,0.860375061182817,0.959851402387593,-1.60177392823782
"NPIL_81845","BMAW01107617.1","220199","220280","+",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81846","BMAW01107634.1","146","217","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81847","BMAW01107935.1","209660","209731","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81848","BMAW01107953.1","2687","2758","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81849","BMAW01107953.1","5870","5941","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81850","BMAW01107953.1","13646","13717","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81851_1","BMAW01108098.1","1639","1710","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81852","BMAW01108104.1","505","578","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81853","BMAW01108108.1","4359","4432","+",74,6,2,12,4,5.89159761448619,1.46936770503394,3.08334456894413,0.476549951579729,0.633682629443578,0.891821718895381,2.76900508876569
"NPIL_81854","BMAW01108225.1","396","469","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81855","BMAW01108225.1","557","630","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81857","BMAW01108229.1","1941","2012","-",72,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81856","BMAW01108229.1","25263","25334","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81858","BMAW01108285.1","940","1012","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81859","BMAW01108376.1","27896","27968","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81860","BMAW01108376.1","202497","202570","-",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81861_1","BMAW01108612.1","135","202","+",68,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81862","BMAW01108612.1","208","277","+",70,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81863","BMAW01108612.1","4998","5068","+",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81864","BMAW01108612.1;BMAW01108612.1","9189;9243","9225;9278","+;+",73,0,0,5,0,1.34420912676429,4.02013983356769,4.69792207260442,0.85572722821667,0.392148675749104,0.891821718895381,16.2249242051548
"NPIL_81865","BMAW01108612.1","9567","9638","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81866","BMAW01108612.1;BMAW01108612.1","10865;10919","10901;10954","+;+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80129","BMAW01109033.1","549","4696","-",4148,367283,55429,26638,142591,116899.317064035,-0.59831960219213,2.94507280670051,-0.203159528291069,0.839010344883412,0.95130218017309,-1.51395214369777
"NPIL_80130","BMAW01109033.1","4534","4691","-",158,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80131_1","BMAW01109033.1","6682","8500","-",1819,38783,8685,7430,18538,15611.4065120439,-0.257173331715828,2.9013134588814,-0.0886403125207231,0.929367769404397,0.977696096790372,-1.1951347849713
"NPIL_81868","BMAW01109052.1","677","748","-",72,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81867","BMAW01109052.1","1452","1523","-",72,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81871_1","BMAW01109110.1","15391","15462","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81870","BMAW01109110.1","64453","64524","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81869","BMAW01109110.1","72391","72462","-",72,0,0,4,0,1.07536730141143,3.69835447649903,4.80822345381341,0.769172754141835,0.441790762514931,0.891821718895381,12.981223641005
"NPIL_81872","BMAW01109282.1","176","257","+",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81873","BMAW01109388.1;BMAW01109388.1","742;798","779;833","+;+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81874","BMAW01109436.1","21137","21220","+",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81875","BMAW01109518.1","3713","3799","+",87,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81880","BMAW01109518.1","4939","5025","-",87,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81879","BMAW01109518.1","10547","10633","-",87,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81876","BMAW01109518.1","251515","251601","+",87,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81877","BMAW01109518.1","257606","257692","+",87,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81878","BMAW01109518.1","258845","258931","-",87,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81881_1","BMAW01109569.1;BMAW01109569.1","59618;59670","59653;59706","-;-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81883","BMAW01109858.1","310","389","-",80,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81882","BMAW01109858.1","2087","2166","+",80,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81884","BMAW01109905.1;BMAW01109905.1","421935;421988","421970;422024","-;-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81888","BMAW01110052.1","102","173","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81887","BMAW01110052.1","179","250","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81886","BMAW01110052.1","1163","1234","-",72,0,0,12,0,3.22610190423429,5.28275808308375,4.44773735581812,1.18774056569985,0.234935636533782,0.891821718895381,38.9285872266366
"NPIL_81885","BMAW01110052.1;BMAW01110052.1","1981;2033","2016;2069","-;-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81889","BMAW01110162.1;BMAW01110162.1","740;796","777;831","+;+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80138","BMAW01110331.1","2897","3526","-",630,61,26,26,54,39.9000919437288,0.281435451759593,2.91613527799625,0.0965097380369044,0.923115740194835,0.976999608286085,1.21540358443581
"NPIL_81892","BMAW01110450.1","191","262","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81891_1","BMAW01110450.1","268","339","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81890","BMAW01110450.1","1253","1324","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81893","BMAW01110704.1","8869","8952","+",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81894","BMAW01110735.1","798657","798728","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81895","BMAW01110849.1","40","118","+",79,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80166","BMAW01110999.1","1683","1794","+",112,4,30,277,1,86.5751731770141,2.6646206993702,3.31280448319739,0.804339861553923,0.42120072246033,0.891821718895381,6.34060585766987
"NPIL_80171_1","BMAW01111069.1","33539","34405","+",867,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81896","BMAW01111141.1","76317","76389","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80290","BMAW01111653.1","90973","91852","+",880,0,0,4,0,1.07536730141143,3.69835447649903,4.80822345381341,0.769172754141835,0.441790762514931,0.891821718895381,12.981223641005
"NPIL_81897","BMAW01111821.1","23678","23751","+",74,0,5,2,0,2.41944793602124,-1.78034752520079,4.09991147358853,-0.434240479744433,0.664113820680178,0.891821718895381,-3.43508911136076
"NPIL_81898","BMAW01111905.1","3650","3721","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81899","BMAW01112012.1","4037","4109","+",73,0,4,36,0,11.1837171409553,2.70756858923942,4.60733348131719,0.587664991088372,0.556757178520795,0.891821718895381,6.53219830601083
"NPIL_81900","BMAW01112095.1","1166","1237","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81901_1","BMAW01112105.1","3689","3762","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81902","BMAW01112241.1","2385","2457","-",73,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81903","BMAW01112358.1","5243","5313","+",71,0,17,61,0,22.7973499165971,1.36345015189708,4.57498444811615,0.298022904199927,0.765685682466838,0.900339757197484,2.57299767226425
"NPIL_81904","BMAW01112358.1","5785","5850","-",66,0,0,3,0,0.806525476058573,3.28359165010455,4.85756473614397,0.675974861574595,0.499056605713363,0.891821718895381,9.73777151628258
"NPIL_81905","BMAW01112359.1","10779","10851","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80283","BMAW01112363.1","2551","3246","-",696,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81906","BMAW01112490.1","2534","2607","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80144","BMAW01112591.1","1219743","1219849","-",107,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81907","BMAW01112676.1","2013","2084","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81908","BMAW01112866.1","169418","169489","+",72,0,0,3,0,0.806525476058573,3.28359165010455,4.85756473614397,0.675974861574595,0.499056605713363,0.891821718895381,9.73777151628258
"NPIL_81909","BMAW01112941.1","362786","362858","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81910","BMAW01113125.1","1533","1605","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81911_1","BMAW01113181.1","99","171","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81912","BMAW01113181.1","1135","1207","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81913","BMAW01113216.1","3252","3324","+",73,0,0,14,0,3.76378555494001,5.50509925571382,4.42461353026796,1.24419889286476,0.213426371139891,0.891821718895381,45.4150717942009
"NPIL_81914","BMAW01113233.1","2","66","+",65,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81915","BMAW01113233.1","161","233","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81916","BMAW01113393.1","576694","576766","+",73,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81917","BMAW01113394.1","4091","4162","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81918","BMAW01113394.1","7612","7683","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81919","BMAW01113394.1","8638","8709","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81920","BMAW01113435.1","9637","9709","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81921","BMAW01113507.1","104500","104572","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81922","BMAW01113511.1","2843","2914","-",72,0,0,6,0,1.61305095211715,4.28306827202617,4.62524315841106,0.926020130257878,0.354435518922147,0.891821718895381,19.4684790146603
"NPIL_81923","BMAW01113614.1","410","482","+",73,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81924","BMAW01113614.1","681","753","+",73,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_80240","BMAW01113825.1","105633","105734","-",102,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81925","BMAW01113838.1","289354","289425","-",72,0,1,1,0,0.645194682415963,-0.303549482264933,4.80577217003751,-0.0631635191026054,0.949636294286282,0.982431541686559,-1.23417714392304
"NPIL_81926","BMAW01113848.1;BMAW01113848.1","2013;2108","2051;2145","-;-",77,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81927","BMAW01113946.1;BMAW01113946.1","3215;3271","3252;3306","+;+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81928","BMAW01113946.1;BMAW01113946.1","3987;4043","4022;4081","-;-",75,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81929","BMAW01114219.1","190192","190264","-",73,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81930","BMAW01114321.1","373815","373900","-",86,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81931_1","BMAW01114335.1","4009","4080","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81932","BMAW01114397.1","1325","1396","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81933","BMAW01114447.1","3","88","-",86,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81934","BMAW01114672.1","2529","2600","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81935","BMAW01114853.1","3688","3761","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81936","BMAW01115022.1","282061","282138","-",78,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81937","BMAW01115193.1","1359","1430","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81945","BMAW01115234.1","4336","4408","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81944","BMAW01115234.1","6303","6374","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81943","BMAW01115234.1","8201","8272","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81938","BMAW01115234.1","10649","10720","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81939","BMAW01115234.1","12318","12394","+",77,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81940","BMAW01115234.1","17786","17857","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81941_1","BMAW01115234.1","21906","21977","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81942","BMAW01115234.1","22588","22659","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80202","BMAW01115337.1","77528","77634","-",107,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81946","BMAW01115403.1","14765","14836","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81947","BMAW01115403.1","16069","16141","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81948","BMAW01115403.1","16485","16557","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80183","BMAW01115456.1","18057","19574","+",1518,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81949","BMAW01115532.1","33581","33651","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81950","BMAW01115688.1","347","419","-",73,0,0,7,0,1.88189277747,4.50537950442079,4.57339525730654,0.98512795219764,0.324561224801803,0.891821718895381,22.7119473461765
"NPIL_81951_1","BMAW01115786.1","2349","2420","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81952","BMAW01115822.1","3071","3142","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80176","BMAW01115860.1","15962","16069","+",108,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81953","BMAW01115994.1","452","523","+",72,0,2,49,1,14.2018300494389,4.23567092063398,3.59740709812936,1.17742329547204,0.239026596347328,0.891821718895381,18.839266898411
"NPIL_81954","BMAW01115994.1","1005","1086","+",82,0,0,26,0,6.9898874591743,6.39796652417207,4.79320211080898,1.33480007232415,0.18194178982622,0.891821718895381,84.3295601325138
"NPIL_81955","BMAW01116160.1;BMAW01116160.1","120368;120423","120401;120459","-;-",71,0,0,4,0,1.07536730141143,3.69835447649903,4.80822345381341,0.769172754141835,0.441790762514931,0.891821718895381,12.981223641005
"NPIL_81956","BMAW01116243.1","17304","17375","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81957","BMAW01116426.1","10706","10778","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81958","BMAW01116588.1","3623","3695","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81961","BMAW01116588.1","5126","5197","-",72,0,0,4,0,1.07536730141143,3.69835447649903,4.80822345381341,0.769172754141835,0.441790762514931,0.891821718895381,12.981223641005
"NPIL_81960","BMAW01116588.1","9497","9568","-",72,0,1,0,0,0.376352857063105,-1.74918591944753,4.93135297991929,-0.354707100986342,0.722809030610026,0.891821718895381,-3.36168820023485
"NPIL_81959","BMAW01116588.1","18393","18465","+",73,0,3,0,0,1.12905857118931,-3.46360091259568,4.81676337878583,-0.719072256663094,0.472096400208687,0.891821718895381,-11.0318352566182
"NPIL_81962","BMAW01116778.1","297478","297550","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81963","BMAW01116778.1","412041","412112","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81969","BMAW01116778.1","413092","413163","-",72,0,0,3,0,0.806525476058573,3.28359165010455,4.85756473614397,0.675974861574595,0.499056605713363,0.891821718895381,9.73777151628258
"NPIL_81968","BMAW01116778.1","507092","507163","-",72,0,0,13,0,3.49494372958715,5.39820797599054,4.43515228425302,1.21714151623538,0.223550377162044,0.891821718895381,42.171837423852
"NPIL_81964","BMAW01116778.1;BMAW01116778.1","513885;513939","513921;513974","+;+",73,0,5,2,0,2.41944793602124,-1.78034752520079,4.09991147358853,-0.434240479744433,0.664113820680178,0.891821718895381,-3.43508911136076
"NPIL_81965","BMAW01116778.1;BMAW01116778.1","532321;532375","532357;532410","+;+",73,0,5,1,0,2.15060611066838,-2.76911806403535,4.21795791275969,-0.656506802891163,0.51149809189528,0.891821718895381,-6.81691060478684
"NPIL_81967","BMAW01116778.1;BMAW01116778.1","537651;537704","537686;537740","-;-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81966","BMAW01116778.1","546479","546550","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81970","BMAW01116850.1","735","806","-",72,0,0,5,0,1.34420912676429,4.02013983356769,4.69792207260442,0.85572722821667,0.392148675749104,0.891821718895381,16.2249242051548
"NPIL_80219","BMAW01116866.1","1449","1560","+",112,0,22,54,1,23.0730963174653,0.844080772904042,3.62955656915926,0.232557547132972,0.816104995946391,0.940294886633885,1.79512060285505
"NPIL_81971_1","BMAW01117024.1","58136","58207","-",72,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81972","BMAW01117397.1","38421","38493","-",73,1,0,0,0,0.134881737339154,-0.997931149943542,4.96248992082659,-0.201094846713023,0.840624411417429,0.95130218017309,-1.99713402025654
"NPIL_81973","BMAW01117431.1;BMAW01117431.1","56350;56419","56387;56464","+;+",84,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81974","BMAW01117448.1","11459","11530","+",72,0,0,1,1,0.54471671837555,2.71619298456569,4.84059250598119,0.561128205113211,0.574710141700355,0.891821718895381,6.57136457703057
"NPIL_81975","BMAW01117454.1","1309","1381","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80181_1","BMAW01117680.1","606288","606393","+",106,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81976","BMAW01117713.1","518636","518709","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81977","BMAW01117769.1","6656","6728","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81978","BMAW01117897.1","236390","236471","+",82,1,0,0,0,0.134881737339154,-0.997931149943542,4.96248992082659,-0.201094846713023,0.840624411417429,0.95130218017309,-1.99713402025654
"NPIL_81979","BMAW01117897.1","241588","241669","+",82,0,2,4,0,1.82807301553764,0.574454591491154,4.15159450326075,0.138369629076242,0.889948298584572,0.967841534889611,1.48911439942507
"NPIL_81980","BMAW01117897.1","242525","242596","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81981_1","BMAW01117897.1","249807","249878","+",72,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81982","BMAW01117950.1","6635","6707","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81983","BMAW01118203.1","4091","4162","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81984","BMAW01118389.1","4475","4546","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81985","BMAW01118488.1","409278","409348","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81986","BMAW01118522.1","2168","2241","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80288","BMAW01118564.1","447443","448718","-",1276,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81987","BMAW01118578.1","3291","3363","+",73,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81988","BMAW01118578.1","12585","12657","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81989","BMAW01118578.1","14716","14788","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81990","BMAW01118578.1","55172","55244","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81991_1","BMAW01118669.1","920927","920999","-",73,0,2,3,0,1.55923119018478,0.158669708282786,4.20946555413706,0.0376935518873281,0.969932017193463,0.985668377354419,1.11625737590065
"NPIL_81992","BMAW01118832.1","94991","95062","-",72,0,3,9,0,3.54863499936504,1.14135164720452,4.00266284412371,0.285148085575115,0.775530691567946,0.900339757197484,2.20587592802505
"NPIL_81993","BMAW01118846.1","3280","3351","-",72,0,1,2,0,0.91403650776882,0.698848229026016,4.5098790662041,0.154959416597888,0.876853311627851,0.96553388221426,1.62320839206183
"NPIL_81994","BMAW01118898.1","1072","1143","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81995","BMAW01119056.1","11166","11238","+",73,0,3,2,0,1.66674222189503,-1.02896664033478,4.19962942230835,-0.245013675461204,0.806445842551463,0.930722253798925,-2.04056213371098
"NPIL_81996","BMAW01119056.1","11740","11821","+",82,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81997","BMAW01119056.1","16600","16681","+",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81998","BMAW01119056.1","26199","26271","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81999","BMAW01119056.1","26964","27045","+",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82012","BMAW01119056.1","39061","39133","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82000","BMAW01119056.1","55720","55792","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82001","BMAW01119056.1","56231","56310","+",80,0,4,1,0,1.77425325360528,-2.44182197285808,4.2690160228265,-0.571987071447288,0.567330733450371,0.891821718895381,-5.43327463610775
"NPIL_82002","BMAW01119056.1","64778","64850","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82003","BMAW01119056.1","72429","72501","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82004","BMAW01119056.1","73053","73134","+",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82005","BMAW01119056.1","95567","95639","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82006","BMAW01119056.1","95929","96008","+",80,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82011","BMAW01119056.1","103672","103751","-",80,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82007","BMAW01119056.1","114986","115058","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82008","BMAW01119056.1","158801","158873","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82009","BMAW01119056.1","185519","185598","+",80,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82010","BMAW01119056.1","194638","194717","-",80,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82013","BMAW01119118.1","13831","13902","-",72,0,0,4,0,1.07536730141143,3.69835447649903,4.80822345381341,0.769172754141835,0.441790762514931,0.891821718895381,12.981223641005
"NPIL_82014","BMAW01119221.1","85","157","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82015","BMAW01119305.1","453375","453446","+",72,2,0,0,0,0.269763474678307,-1.63527295492516,4.93518650102935,-0.331349778693081,0.740380294932015,0.891821718895381,-3.10646318083294
"NPIL_82016","BMAW01119305.1","453532","453603","-",72,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_82017","BMAW01119534.1","6267","6338","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82018","BMAW01119534.1","17425","17496","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82020","BMAW01119534.1","33844","33915","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82019","BMAW01119534.1","44815","44886","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82021","BMAW01119587.1","14406","14478","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82024","BMAW01119673.1","63984","64055","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82023","BMAW01119673.1","75446","75517","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_82022","BMAW01119673.1","75683","75754","+",72,2,5,4,0,3.22689506140526,-0.978579456376405,3.5906733951763,-0.272533686213573,0.78521169330192,0.909261944008442,-1.97052418505705
"NPIL_82025","BMAW01119744.1","170636","170708","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
