Gene ID,protein_id,Preferred_Name,Pfam_Domains,sseqid,pident,evalue,bitscore,NPFM1,NPFM2,NPFM3,NPFM4,Protein Description
,GFU33603.1,T01_3078,DUF1758,6334.EFV48333,28.0,3.7e-14,82.4,,,,,DUF1758 domain-containing protein [Nephila pilipes]
,GFU33607.1,mutyh,"HhH-GPD,NUDIX_4",8364.ENSXETP00000002909,47.3,4.56e-130,395.0,,,,,adenine DNA glycosylase [Nephila pilipes]
,GFU33608.1,,"2-Hacid_dh,2-Hacid_dh_C",126957.SMAR007211-PA,90.1,1.15e-280,770.0,,,,,c-terminal-binding protein [Nephila pilipes]
NPIL_226171,GFU33613.1,,"LRR_8,TIR",8049.ENSGMOP00000001741,27.1,2.33e-08,62.4,0.811539678988209,2.56547782754678,0.0919074085130472,0.0447523760906727,uncharacterized protein NPIL_226171 [Nephila pilipes]
,GFU33615.1,AND_002622,LRR_8,43151.ADAC002622-PA,27.5,5.4e-07,59.7,,,,,slit-like protein [Nephila pilipes]
,GFU33617.1,,Peptidase_C14,32264.tetur02g04840.1,32.8,2.14e-36,143.0,,,,,caspase-3 [Nephila pilipes]
,GFU33620.1,,"DDE_Tnp_4,HTH_Tnp_4",400682.PAC_15724831,49.5,1.25e-17,86.3,,,,,DUF1758 domain-containing protein [Nephila pilipes]
,GFU33622.1,,rve,10224.XP_006814449.1,41.7,6.82e-08,60.8,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
,GFU33625.1,,"RVT_1,zf-CCHC",7425.NV23940-PA,29.6,4.36e-06,53.9,,,,,putative RNA-directed DNA polymerase from transposon BS [Nephila pilipes]
,GFU33626.1,L798_09870,SET,136037.KDR15943,61.1,7.73e-90,276.0,,,,,SET and MYND domain-containing protein 5 [Nephila pilipes]
NPIL_327741,GFU33630.1,AAEL002267,Thyroglobulin_1,7159.AAEL002267-PA,31.8,4.6099999999999997e-38,148.0,0.607772166185481,0.372477790682228,0.403488462644365,0.0108480481510211,uncharacterized protein NPIL_327741 [Nephila pilipes]
,GFU33651.1,,PrmA,10224.XP_002739381.1,29.8,7.66e-112,367.0,,,,,protein arginine N-methyltransferase 9 [Nephila pilipes]
,GFU33662.1,AACS,"ACAS_N,AMP-binding",9402.XP_006910118.1,52.1,5.0399999999999995e-42,154.0,,,,,acetoacetyl-CoA synthetase [Nephila pilipes]
,GFU33672.1,PPIB,Pro_isomerase,28377.ENSACAP00000006825,69.6,3.7300000000000005e-71,222.0,,,,,peptidyl-prolyl cis-trans isomerase B [Nephila pilipes]
,GFU33673.1,8234789,GCV_H,121225.PHUM564560-PA,53.7,1.01e-44,151.0,,,,,"glycine cleavage system H protein, mitochondrial [Nephila pilipes]"
NPIL_562722,GFU33674.1,,AAA,126957.SMAR011497-PA,70.8,0.0,1027.0,0.0,0.0,0.0,0.0,hypothetical protein NPIL_562722 [Nephila pilipes]
NPIL_562721,GFU33675.1,,AAA,126957.SMAR011497-PA,70.0,0.0,1005.0,0.0,0.0,0.0,0.0,hypothetical protein NPIL_562721 [Nephila pilipes]
,GFU33678.1,,AAA,126957.SMAR011497-PA,31.6,3.56e-80,301.0,,,,,protein sickie [Nephila pilipes]
NPIL_562841,GFU33694.1,,CH,482537.XP_008588800.1,52.9,6.810000000000001e-33,124.0,0.0426780200125841,0.238470373985133,0.350426951090436,0.0342789549818671,hypothetical protein NPIL_562841 [Nephila pilipes]
"NPIL_328121,",GFU33700.1,,"ANF_receptor,Lig_chan,Lig_chan-Glu_bd",32264.tetur02g09360.1,69.1,5.75e-43,156.0,,,,,"uncharacterized protein NPIL_328121, partial [Nephila pilipes]"
,GFU33711.1,atpD,"ATP-synt_ab,ATP-synt_ab_N",163164.WD_0203,85.5,3.11e-28,114.0,,,,,ATP synthase subunit beta [Nephila pilipes]
,GFU33724.1,,"GoLoco,TPR_12,TPR_7",7159.AAEL008688-PA,60.7,1.99e-88,300.0,,,,,g-protein-signaling modulator 2 [Nephila pilipes]
,GFU33730.1,,"Homeobox,OAR",126957.SMAR009696-PA,54.0,3.64e-22,100.0,,,,,homeobox protein [Nephila pilipes]
,GFU33736.1,,"Homeobox,OAR",126957.SMAR009696-PA,69.7,2.41e-71,226.0,,,,,pituitary homeobox x [Nephila pilipes]
,GFU33742.1,8236306,Spaetzle,121225.PHUM332090-PA,53.4,3.95e-72,234.0,,,,,protein spaetzle 3 [Nephila pilipes]
,GFU33743.1,8236306,Spaetzle,121225.PHUM332090-PA,57.5,4.85e-77,246.0,,,,,protein spaetzle 3 [Nephila pilipes]
,GFU33756.1,,"Ank_4,SH3_1",10224.XP_006824150.1,83.8,1.44e-32,125.0,,,,,"apoptosis-stimulating of p53 protein 1, partial [Nephila pilipes]"
,GFU33762.1,T01_3078,DUF1758,6334.EFV48333,28.4,1.07e-15,84.7,,,,,"DUF1758 domain-containing protein, partial [Nephila pilipes]"
,GFU33791.1,,Fibrinogen_C,10224.XP_006824888.1,46.0,2.07e-13,70.1,,,,,"fibrinogen C-terminal domain-containing protein, partial [Nephila pilipes]"
,GFU33809.1,,"DUF1758,Peptidase_A17,rve",400682.PAC_15706197,34.6,7.149999999999999e-48,181.0,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
,GFU33810.1,ACB00414.1,Acetyltransf_1,32049.SYNPCC7002_A2436,28.0,2.99e-22,103.0,,,,,n-acetyltransferase domain-containing protein [Nephila pilipes]
NPIL_682711,GFU33811.1,,DUF4817,13249.RPRC004299-PA,42.2,7.45e-12,66.6,0.0,0.0,0.0,1.49758982258065,uncharacterized protein NPIL_682711 [Nephila pilipes]
,GFU33814.1,Cpar_1019,Acetyltransf_1,517417.Cpar_1019,31.9,7.38e-09,62.4,,,,,acetyltransf_18 domain-containing protein [Nephila pilipes]
,GFU33816.1,Cpar_1019,Acetyltransf_1,517417.Cpar_1019,28.9,1.75e-15,83.6,,,,,n-acetyltransferase domain-containing protein [Nephila pilipes]
,GFU33817.1,Cpar_1019,Acetyltransf_1,517417.Cpar_1019,28.9,1.51e-15,83.6,,,,,n-acetyltransferase domain-containing protein [Nephila pilipes]
,GFU33845.1,,Cyclin_N,69319.XP_008543951.1,36.5,5.990000000000001e-27,112.0,,,,,"integrase catalytic domain-containing protein, partial [Nephila pilipes]"
,GFU33852.1,,SAP18,126957.SMAR000242-PA,72.5,8.53e-71,216.0,,,,,histone deacetylase complex subunit SAP18 [Nephila pilipes]
,GFU33854.1,,SOBP,126957.SMAR005691-PA,62.3,4.71e-51,195.0,,,,,sine oculis-binding protein homolog [Nephila pilipes]
,GFU33855.1,107367560,CHD5,32264.tetur22g01600.1,39.6,5.1e-35,127.0,,,,,guided entry of tail-anchored proteins factor 1 [Nephila pilipes]
,GFU33856.1,,HMG_box,126957.SMAR001063-PA,54.0,1.05e-18,97.8,,,,,HMG box domain-containing protein [Nephila pilipes]
,GFU33857.1,LOC664397,"BTB,HMG_box",7070.TC007345-PA,49.4,8.59e-18,90.1,,,,,HMG box domain-containing protein [Nephila pilipes]
,GFU33858.1,Y956_01622,7tm_1,128390.XP_009458767.1,44.8,1.4e-10,64.3,,,,,c-opsin [Nephila pilipes]
,GFU33860.1,,"La,SUZ-C",10224.XP_002741728.1,38.7,5.51e-30,128.0,,,,,la-related protein 6 [Nephila pilipes]
NPIL_697951,GFU33861.1,,Runt,7070.TC005566-PA,82.4,3.37e-60,204.0,0.0642687175251714,0.404707301598898,0.614087632642946,0.089045513777073,hypothetical protein NPIL_697951 [Nephila pilipes]
NPIL_698041,GFU33877.1,AAEL006160,Runt,7159.AAEL006160-PA,74.3,2.8300000000000002e-70,230.0,0.0385724045765008,0.49075376271335,0.652566845131706,0.0190018809379306,hypothetical protein NPIL_698041 [Nephila pilipes]
NPIL_698051,GFU33880.1,,RVT_1,7029.ACYPI22226-PA,40.0,1.5e-09,60.5,0.0,0.0,0.252075579242375,0.0,hypothetical protein NPIL_698051 [Nephila pilipes]
,GFU33883.1,,Acetyltransf_10,10224.XP_002742062.1,37.6,4.99e-38,154.0,,,,,n-acetyltransferase domain-containing protein [Nephila pilipes]
,GFU33885.1,,TFIID-18kDa,10224.XP_006813301.1,31.6,3.6000000000000003e-22,103.0,,,,,transcription initiation protein SPT3-like protein [Nephila pilipes]
NPIL_43001,GFU33886.1,,PseudoU_synth_1,6669.EFX75483,55.7,5.199999999999999e-152,444.0,0.0099403203860863,0.0164484023975082,0.129898798935809,0.0,hypothetical protein NPIL_43001 [Nephila pilipes]
NPIL_43011,GFU33889.1,,zf-CCHC,7070.TC001485-PA,26.6,8.79e-05,53.1,0.182871072405118,0.0,0.0,0.168914200918981,uncharacterized protein NPIL_43011 [Nephila pilipes]
,GFU33895.1,LOC551916,SH3BGR,7460.GB46962-PA,48.4,1.01e-34,125.0,,,,,SH3 domain-binding glutamic acid-rich protein homolog [Nephila pilipes]
,GFU33896.1,,"DUF1758,DUF1759,Endonuclease_7,Peptidase_A17",7029.ACYPI063476-PA,37.3,1.68e-16,83.6,,,,,integrase_H2C2 domain-containing protein [Nephila pilipes]
NPIL_43041,GFU33898.1,ftsj1,FtsJ,215358.XP_010746642.1,78.1,1.71e-159,455.0,0.007598521014063,0.14249842721253,0.102499584885517,0.084223147272622,hypothetical protein NPIL_43041 [Nephila pilipes]
,GFU33905.1,,Cmc1,126957.SMAR013735-PA,56.4,3.69e-39,134.0,,,,,COX assembly mitochondrial protein homolog [Nephila pilipes]
,GFU33919.1,,"RVT_1,rve,zf-H2C2",7668.SPU_019416-tr,51.3,1e-50,181.0,,,,,"retrovirus-related Pol polyprotein from transposon opus, partial [Nephila pilipes]"
,GFU33926.1,107360737,Glyco_transf_92,32264.tetur05g00120.1,61.9,2.47e-260,734.0,,,,,glycosyltransferase family 92 protein [Nephila pilipes]
,GFU33928.1,,Ax_dynein_light,88036.EFJ09289,45.8,4.94e-34,129.0,,,,,"putative inner dynein arm light chain, axonemal [Nephila pilipes]"
,GFU33932.1,,"Kunitz_BPTI,Reeler,Spond_N,TSP_1",32264.tetur04g02080.1,58.1,0.0,979.0,,,,,spondin-1 [Nephila pilipes]
,GFU33933.1,,"Kunitz_BPTI,Reeler,Spond_N,TSP_1",32264.tetur04g02080.1,57.4,0.0,970.0,,,,,spondin-1 [Nephila pilipes]
,GFU33934.1,,"Kunitz_BPTI,Reeler,Spond_N,TSP_1",32264.tetur04g02080.1,57.1,0.0,971.0,,,,,spondin-1 [Nephila pilipes]
,GFU33940.1,8238173,"ANF_receptor,CaM_bdg_C0,Lig_chan,Lig_chan-Glu_bd",121225.PHUM105890-PA,60.9,0.0,939.0,,,,,glutamate receptor subunit 1 [Nephila pilipes]
,GFU33942.1,8238173,"ANF_receptor,CaM_bdg_C0,Lig_chan,Lig_chan-Glu_bd",121225.PHUM105890-PA,64.4,0.0,961.0,,,,,glutamate receptor subunit 1 [Nephila pilipes]
NPIL_5551,GFU33946.1,,SDF,7719.XP_002124271.1,33.8,8.4e-72,244.0,0.205746404206094,0.275198512327827,0.314400569557421,1.04048908491859,hypothetical protein NPIL_5551 [Nephila pilipes]
,GFU33948.1,,"BTB,MATH",10224.XP_002735147.1,29.7,1.38e-35,143.0,,,,,TD and POZ domain-containing protein 1-like [Nephila pilipes]
,GFU33951.1,,"RNase_PH,RNase_PH_C",10224.XP_002736568.1,55.0,6.489999999999999e-92,277.0,,,,,exosome complex component RRP41 [Nephila pilipes]
,GFU33977.1,,Nup88,10224.XP_002731784.1,38.2,1.2099999999999999e-95,315.0,,,,,nuclear pore complex protein Nup88 [Nephila pilipes]
,GFU33980.1,,RRM_5,126957.SMAR003023-PA,54.5,2.11e-143,429.0,,,,,heterogeneous nuclear ribonucleoprotein L [Nephila pilipes]
,GFU33990.1,6033774,"RED_C,RED_N",7176.CPIJ002511-PA,67.0,1.52e-25,108.0,,,,,protein Red [Nephila pilipes]
NPIL_677181,GFU33999.1,,"DUF1758,DUF1759,Peptidase_A17,rve",7070.TC010686-PA,40.3,5.84e-07,55.8,0.0,0.0,0.0,0.0,hypothetical protein NPIL_677181 [Nephila pilipes]
,GFU34017.1,,"tRNA-synt_2,tRNA_anti-codon",10224.XP_006824041.1,46.6,1.7000000000000002e-27,112.0,,,,,"probable asparagine--tRNA ligase, mitochondrial, partial [Nephila pilipes]"
,GFU34051.1,,"Peroxin-13_N,SH3_9",6669.EFX75421,35.2,1.43e-48,176.0,,,,,peroxisomal membrane protein PEX13 [Nephila pilipes]
"NPIL_651841,",GFU34057.1,GL11055,Claudin_2,7234.FBpp0175162,35.2,4.97e-08,57.4,,,,,"uncharacterized protein NPIL_651841, partial [Nephila pilipes]"
"NPIL_51111,",GFU34065.1,,rve,7070.TC010226-PA,36.7,2.28e-08,56.6,,,,,"hypothetical protein NPIL_51111, partial [Nephila pilipes]"
,GFU34083.1,,Serpin,9913.ENSBTAP00000003805,44.0,2.72e-35,130.0,,,,,serpin B10 [Nephila pilipes]
,GFU34087.1,,"CENP-B_N,DDE_1,HTH_Tnp_Tc5",109478.XP_005863307.1,37.4,1.85e-09,60.8,,,,,e3 ubiquitin-protein ligase MYCBP2 [Nephila pilipes]
,GFU34096.1,,p450,32264.tetur27g00210.1,37.0,4.33e-09,57.0,,,,,"cytochrome P450 2J2, partial [Nephila pilipes]"
,GFU34141.1,,CRAL_TRIO,6669.EFX85563,41.8,8.61e-16,79.7,,,,,SEC14-like protein 2 [Nephila pilipes]
,GFU34143.1,,CRAL_TRIO,6669.EFX85363,37.7,6.19e-34,126.0,,,,,"retinal-binding protein, partial [Nephila pilipes]"
,GFU34147.1,SPPG_01154,"ACAS_N,AMP-binding",109760.SPPG_01154T0,44.7,7.14e-41,154.0,,,,,acetoacetyl-CoA synthetase [Nephila pilipes]
,GFU34149.1,,"ACAS_N,AMP-binding",10228.TriadP26822,36.8,2.35e-69,236.0,,,,,acetoacetyl-CoA synthetase [Nephila pilipes]
,GFU34177.1,XRCC1,"BRCT,XRCC1_N",246437.XP_006142080.1,37.1,1.44e-130,405.0,,,,,DNA repair protein XRCC1 [Nephila pilipes]
NPIL_355251,GFU34179.1,,rve,7029.ACYPI009566-PA,36.6,3.66e-15,77.4,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_355251 [Nephila pilipes]
NPIL_355261,GFU34181.1,,"DUF1759,Peptidase_A17",7029.ACYPI004026-PA,57.4,3.77e-15,77.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_355261 [Nephila pilipes]
NPIL_355291,GFU34188.1,,rve,7425.NV18680-PA,44.9,1.27e-08,57.4,0.0,0.0,0.0,0.0,hypothetical protein NPIL_355291 [Nephila pilipes]
NPIL_355301,GFU34190.1,v1g108724,Ets,45351.EDO39973,39.6,4.52e-14,75.9,0.0163656073288612,0.332186539427017,0.591919263368657,0.0423263977994088,hypothetical protein NPIL_355301 [Nephila pilipes]
,GFU34191.1,,"Exo_endo_phos_2,RVT_1",7029.ACYPI28536-PA,36.9,1.96e-08,66.2,,,,,nucleic-acid-binding protein from transposon X-element [Nephila pilipes]
,GFU34198.1,,"Ets,SAM_PNT",126957.SMAR010394-PA,51.2,4.1e-153,459.0,,,,,protein C-ets-2 [Nephila pilipes]
,GFU34200.1,,PEN-2,126957.SMAR002828-PA,70.8,9.469999999999999e-48,155.0,,,,,gamma-secretase subunit PEN-2 [Nephila pilipes]
NPIL_355421,GFU34202.1,,"Helitron_like_N,PIF1",7029.ACYPI36505-PA,51.1,9.77e-07,56.2,0.0,0.115114563756315,0.483875837270254,0.0,uncharacterized protein NPIL_355421 [Nephila pilipes]
,GFU34203.1,,"RVT_1,rve",7029.ACYPI50013-PA,39.9,1.16e-50,189.0,,,,,transposon Tf2-6 polyprotein [Nephila pilipes]
,GFU34204.1,,"4_1_CTD,FA,FERM_C,FERM_M,FERM_N",6669.EFX65741,42.8,7.49e-191,578.0,,,,,band 4.1-like protein 3 [Nephila pilipes]
,GFU34205.1,,"4_1_CTD,FA,FERM_C,FERM_M,FERM_N",7425.NV15159-PA,49.9,2.43e-190,563.0,,,,,band 4.1-like protein 3 [Nephila pilipes]
,GFU34212.1,,EF-hand_7,7739.XP_002593532.1,51.1,1.5700000000000001e-56,183.0,,,,,calcium and integrin-binding protein 1 [Nephila pilipes]
,GFU34213.1,,"PHD,WD40",126957.SMAR002480-PA,52.8,7.699999999999999e-45,190.0,,,,,remodeling and spacing factor 1 [Nephila pilipes]
,GFU34216.1,,"PHD,WD40",126957.SMAR002480-PA,52.8,1.32e-44,189.0,,,,,remodeling and spacing factor 1 [Nephila pilipes]
,GFU34218.1,,DDE_Tnp_1_7,13249.RPRC004224-PA,47.7,1.07e-25,105.0,,,,,rho guanine nucleotide exchange factor 10-like protein [Nephila pilipes]
,GFU34222.1,,PHD,69319.XP_008549171.1,52.0,1.08e-15,77.8,,,,,remodeling and spacing factor 1 [Nephila pilipes]
,GFU34224.1,107368090,"APP_Cu_bd,APP_E2,APP_N,APP_amyloid",32264.tetur25g01990.1,57.3,2.43e-213,626.0,,,,,amyloid-beta-like protein [Nephila pilipes]
,GFU34227.1,,"BK_channel_a,Ion_trans_2",32264.tetur18g00390.1,84.0,2.21e-87,286.0,,,,,"potassium channel subfamily T member 1, partial [Nephila pilipes]"
,GFU34228.1,,Ammonium_transp,6669.EFX71084,58.6,3.24e-157,468.0,,,,,ammonium transporter Rh type B [Nephila pilipes]
,GFU34232.1,,Ammonium_transp,6669.EFX71083,40.7,3.86e-127,386.0,,,,,ammonium transporter Rh type C [Nephila pilipes]
,GFU34234.1,LOC662268,"Kri1,Kri1_C",7070.TC009637-PA,46.7,8.63e-121,392.0,,,,,protein KRI1 homolog [Nephila pilipes]
,GFU34243.1,,DUF4371,7029.ACYPI53769-PA,48.5,3.46e-45,165.0,,,,,SCAN domain-containing protein 3 [Nephila pilipes]
,GFU34247.1,,Ras,126957.SMAR005806-PA,63.1,1.6299999999999998e-95,286.0,,,,,ras-related protein Rab-23 [Nephila pilipes]
,GFU34249.1,,DDE_1,7070.TC016411-PA,42.5,3.03e-25,106.0,,,,,tigger transposable element-derived protein 4 [Nephila pilipes]
,GFU34253.1,C10orf2,AAA_25,9601.ENSPPYP00000002991,40.5,9.31e-106,336.0,,,,,"twinkle protein, mitochondrial [Nephila pilipes]"
,GFU34255.1,TXN2,Thioredoxin,28377.ENSACAP00000016094,54.7,2.26e-42,145.0,,,,,"thioredoxin, mitochondrial [Nephila pilipes]"
,GFU34257.1,WDR3,"Utp12,WD40",59463.ENSMLUP00000003192,41.2,1.52e-111,373.0,,,,,WD repeat-containing protein 3 [Nephila pilipes]
,GFU34259.1,,Peptidase_C1_2,7425.NV15450-PA,63.8,2.64e-221,622.0,,,,,bleomycin hydrolase [Nephila pilipes]
NPIL_31981,GFU34261.1,,DUF4807,7425.NV15449-PA,51.4,6.37e-44,154.0,4.93279534790189,1.21635362497017,0.305792792162107,7.63853701941738,uncharacterized protein NPIL_31981 [Nephila pilipes]
,GFU34263.1,,"GILT,MFAP1",126957.SMAR009475-PA,45.9,1.12e-48,183.0,,,,,gamma-interferon-inducible lysosomal thiol reductase [Nephila pilipes]
,GFU34267.1,6050306,TIL,7176.CPIJ016737-PA,31.4,1.11e-50,183.0,,,,,zonadhesin [Nephila pilipes]
"NPIL_244751,",GFU34280.1,L798_02428,"ATP-grasp_2,Citrate_bind,Citrate_synt,CoA_binding,Ligase_CoA",136037.KDR07798,100.0,6.72e-17,79.0,,,,,"hypothetical protein NPIL_244751, partial [Nephila pilipes]"
,GFU34287.1,,"Exo_endo_phos_2,PRE_C2HC,RVT_1",7029.ACYPI071904-PA,30.1,6.18e-26,115.0,,,,,"putative RNA-directed DNA polymerase from transposon X-element, partial [Nephila pilipes]"
,GFU34292.1,,7tm_3,126957.SMAR014957-PA,35.4,1.1099999999999999e-23,102.0,,,,,"g_PROTEIN_RECEP_F3_4 domain-containing protein, partial [Nephila pilipes]"
,GFU34295.1,,"I-set,Pkinase,RhoGEF,fn3",32264.tetur05g03810.1,53.2,1.76e-105,346.0,,,,,"obscurin, partial [Nephila pilipes]"
,GFU34303.1,,LUC7,32507.XP_006810220.1,57.1,2.37e-28,105.0,,,,,"putative RNA-binding protein Luc7-like 2, partial [Nephila pilipes]"
,GFU34318.1,,Exo_endo_phos_2,13249.RPRC008875-PA,34.8,1.18e-38,147.0,,,,,"RNA-directed DNA polymerase from mobile element jockey, partial [Nephila pilipes]"
NPIL_261451,GFU34348.1,,DDE_Tnp_1_7,7897.ENSLACP00000011019,25.0,0.00096,44.7,0.0,0.0,0.0,0.0,hypothetical protein NPIL_261451 [Nephila pilipes]
,GFU34358.1,,"ANF_receptor,Lig_chan,Lig_chan-Glu_bd",32264.tetur02g09360.1,55.6,1.97e-46,169.0,,,,,"glutamate receptor ionotropic, NMDA 2B [Nephila pilipes]"
,GFU34362.1,,Transposase_1,144197.XP_008294028.1,45.5,6.33e-29,117.0,,,,,"HTH_48 domain-containing protein, partial [Nephila pilipes]"
,GFU34388.1,,Pro_dh,126957.SMAR009246-PA,61.0,2.93e-234,668.0,,,,,"proline dehydrogenase 1, mitochondrial [Nephila pilipes]"
,GFU34390.1,,Pro_dh,126957.SMAR009246-PA,61.6,1.09e-237,677.0,,,,,"proline dehydrogenase 1, mitochondrial [Nephila pilipes]"
,GFU34394.1,,Pro_dh,109478.XP_005871827.1,55.1,6.71e-48,160.0,,,,,hydroxyproline dehydrogenase [Nephila pilipes]
,GFU34396.1,,rve,7370.XP_005187399.1,40.5,1.6600000000000001e-21,97.1,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
NPIL_251221,GFU34399.1,,DUF1759,7425.NV30946-PA,41.3,4.68e-35,135.0,0.144903982434031,0.159849912243106,0.0,0.26768958130895,uncharacterized protein NPIL_251221 [Nephila pilipes]
,GFU34403.1,,Pro_dh,7739.XP_002611935.1,36.9,6.67e-38,150.0,,,,,proline dehydrogenase [Nephila pilipes]
,GFU34405.1,,An_peroxidase,126957.SMAR009017-PA,39.9,2.9000000000000003e-116,385.0,,,,,peroxidasin [Nephila pilipes]
,GFU34416.1,,"Ion_trans,RIH_assoc,RR_TM4-6,RYDR_ITPR,RyR,SPRY",126957.SMAR009001-PA,63.1,0.0,990.0,,,,,ryanodine receptor [Nephila pilipes]
,GFU34419.1,,"Helitron_like_N,PIF1",69319.XP_008556509.1,48.0,2.66e-36,138.0,,,,,ATP-dependent DNA helicase [Nephila pilipes]
,GFU34421.1,CRYAA,"Crystallin,HSP20",28737.XP_006894003.1,44.5,3.09e-32,120.0,,,,,alpha-crystallin A chain [Nephila pilipes]
NPIL_251331,GFU34422.1,,"Myosin_TH1,Myosin_head",7091.BGIBMGA014236-TA,40.0,8.83e-12,71.6,0.0,0.0,0.637460359045622,0.0,uncharacterized protein NPIL_251331 [Nephila pilipes]
,GFU34427.1,L798_15162,bZIP_2,136037.KDR10133,74.6,2.03e-27,104.0,,,,,crebl2 [Nephila pilipes]
NPIL_626692,GFU34429.1,,"FYRC,FYRN,Ins_P5_2-kin,PHD,SET,zf-HC5HC2H",126957.SMAR006509-PA,51.4,0.0,1079.0,0.0205580551984838,0.0,0.0346645110278404,0.0,hypothetical protein NPIL_626692 [Nephila pilipes]
NPIL_251361,GFU34431.1,,Sec20,10224.XP_002731936.1,48.1,1.7e-53,178.0,81.7005876004425,31.4351940572023,1.82465717451591,311.189547582941,hypothetical protein NPIL_251361 [Nephila pilipes]
NPIL_626691,GFU34433.1,,"FYRC,FYRN,Ins_P5_2-kin,PHD,SET,zf-HC5HC2H",126957.SMAR006509-PA,51.4,0.0,1079.0,0.0,0.0,0.0,0.0,hypothetical protein NPIL_626691 [Nephila pilipes]
,GFU34434.1,GOSR2,V-SNARE_C,176946.XP_007421810.1,58.5,1.99e-80,246.0,,,,,golgi SNAP receptor complex member 2 [Nephila pilipes]
NPIL_626701,GFU34436.1,,"FYRC,FYRN,Ins_P5_2-kin,PHD,SET,zf-HC5HC2H",126957.SMAR006509-PA,41.1,4.51e-158,541.0,0.0780621056924561,0.0,0.0658132468637439,0.0961391216348931,hypothetical protein NPIL_626701 [Nephila pilipes]
NPIL_251381,GFU34437.1,,"DUF1758,DUF1759,Peptidase_A17,rve",7029.ACYPI48436-PA,41.3,7.34e-16,79.3,0.0,0.0,0.318730179522811,0.0,uncharacterized protein NPIL_251381 [Nephila pilipes]
NPIL_626702,GFU34439.1,,"FYRC,FYRN,Ins_P5_2-kin,PHD,SET,zf-HC5HC2H",126957.SMAR006509-PA,43.6,1.2499999999999998e-159,546.0,0.0,0.0,0.0,0.0,hypothetical protein NPIL_626702 [Nephila pilipes]
,GFU34442.1,,DUF4749,126957.SMAR007974-PA,28.5,9.55e-17,88.2,,,,,DUF4749 domain-containing protein [Nephila pilipes]
,GFU34444.1,,DUF4749,126957.SMAR007974-PA,29.9,1.73e-19,95.9,,,,,DUF4749 domain-containing protein [Nephila pilipes]
NPIL_490841,GFU34459.1,T01_11252,"DUF1758,DUF1759,Peptidase_A17",6334.EFV50380,44.7,3.8e-35,137.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_490841 [Nephila pilipes]
,GFU34467.1,,"Peptidase_A17,rve",7425.NV15429-PA,32.9,7.35e-34,141.0,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
,GFU34474.1,T01_13806,"DUF1758,DUF1759,Peptidase_A17,RVT_1",6334.EFV50150,34.6,1.19e-41,164.0,,,,,"reverse transcriptase domain-containing protein, partial [Nephila pilipes]"
,GFU34581.1,,Aa_trans,32264.tetur18g00970.1,45.7,8.44e-36,134.0,,,,,"amino acid transporter ANTL2, partial [Nephila pilipes]"
,GFU34604.1,,DDE_Tnp_1_7,7029.ACYPI073200-PA,29.7,2.82e-05,52.4,,,,,piggyBac transposable element-derived protein 3 [Nephila pilipes]
,GFU34623.1,,"Helitron_like_N,PIF1",69319.XP_008549021.1,90.9,1.09e-39,145.0,,,,,helitron_like_N domain-containing protein [Nephila pilipes]
,GFU34638.1,,rve,7425.NV25531-PA,56.4,1.4999999999999999e-40,155.0,,,,,"retrovirus-related Pol polyprotein from transposon 412, partial [Nephila pilipes]"
,GFU34652.1,,MULE,32264.tetur13g02360.1,44.9,1.15e-17,84.3,,,,,c2H2-type domain-containing protein [Nephila pilipes]
"NPIL_353111,",GFU34657.1,L798_14018,"Lig_chan,Lig_chan-Glu_bd",136037.KDR11386,26.1,2.42e-10,68.9,,,,,"uncharacterized protein NPIL_353111, partial [Nephila pilipes]"
,GFU34705.1,,Pkinase,69293.ENSGACP00000009825,64.2,2.5500000000000003e-156,452.0,,,,,casein kinase I isoform epsilon [Nephila pilipes]
,GFU34706.1,,DUF4371,8153.XP_005952728.1,48.8,3.94e-73,234.0,,,,,protein ZBED8 [Nephila pilipes]
,GFU34717.1,,"Ldl_recept_a,MAM",10224.XP_002734431.2,40.0,3.64e-09,61.6,,,,,"MAM and LDL-receptor class A domain-containing protein 2, partial [Nephila pilipes]"
,GFU34727.1,,"DDE_Tnp_1_7,Tnp_zf-ribbon_2",132113.XP_003488977.1,44.1,6.08e-20,91.3,,,,,piggyBac transposable element-derived protein 4 [Nephila pilipes]
NPIL_148601,GFU34731.1,,RVT_1,7070.TC001735-PA,41.8,1.08e-15,79.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_148601 [Nephila pilipes]
,GFU34735.1,,Transposase_1,144197.XP_008294028.1,44.4,5.31e-31,125.0,,,,,mariner Mos1 transposase [Nephila pilipes]
,GFU34756.1,105621544,"Dpy-30,Dscam_C,I-set,fn3",12957.ACEP26339-PA,32.7,1.58e-158,530.0,,,,,"down syndrome cell adhesion molecule-like protein 1, partial [Nephila pilipes]"
,GFU34757.1,,Sulfatase,7070.TC007349-PA,43.6,5.85e-154,459.0,,,,,arylsulfatase B [Nephila pilipes]
