Gene ID,protein_id,Preferred_Name,KEGG_KO,KEGG_Pathway,KEGG_Module,KEGG_EC,KEGG_BRITE,sseqid,pident,evalue,bitscore,NPFM1,NPFM2,NPFM3,NPFM4,Protein Description,GO_Terms,eggNOG_OGs
,GFU53348.1,,,,,,,126957.SMAR006271-PA,76.2,3.0799999999999995e-191,549.0,,,,,RNA-binding protein 39 [Nephila pilipes],,"39R6Y@33154,3BANI@33208,3CXB8@33213,41VFH@6656,KOG0147@1,KOG0147@2759"
,GFU53350.1,,,,,,,126957.SMAR006271-PA,76.2,7.02e-192,549.0,,,,,RNA-binding protein 39 [Nephila pilipes],,"39R6Y@33154,3BANI@33208,3CXB8@33213,41VFH@6656,KOG0147@1,KOG0147@2759"
,GFU53352.1,AND_005421,,,,,,43151.ADAC005421-PA,66.7,9.6e-11,68.6,,,,,RNA-binding protein 39 [Nephila pilipes],,"39R6Y@33154,3BANI@33208,3CXB8@33213,3SH74@50557,41VFH@6656,450S7@7147,45EYJ@7148,KOG0147@1,KOG0147@2759"
,GFU53354.1,,,,,,,126957.SMAR006271-PA,76.2,5.05e-192,549.0,,,,,RNA-binding protein 39 [Nephila pilipes],,"39R6Y@33154,3BANI@33208,3CXB8@33213,41VFH@6656,KOG0147@1,KOG0147@2759"
,GFU53356.1,,,,,,,126957.SMAR006271-PA,77.3,1.2199999999999999e-174,497.0,,,,,RNA-binding protein 39 [Nephila pilipes],,"39R6Y@33154,3BANI@33208,3CXB8@33213,41VFH@6656,KOG0147@1,KOG0147@2759"
,GFU53360.1,,,,,,,7460.GB47000-PA,35.8,5.23e-12,65.9,,,,,planarian mariner-8 gene [Nephila pilipes],,"3AHKE@33154,3BX04@33208,3CZ0V@33213,3SZVK@50557,42AE7@6656,KOG3575@1,KOG3575@2759"
,GFU53362.1,,,,,,,69319.XP_008555885.1,42.9,6.33e-186,590.0,,,,,fatty acid synthase [Nephila pilipes],,"38D6P@33154,3BJ45@33208,3D2W0@33213,3SG6M@50557,41TZW@6656,46KGE@7399,COG3321@1,KOG1202@2759"
,GFU53364.1,FASN,,,,,,89462.XP_006061855.1,33.1,3.5699999999999997e-48,177.0,,,,,fatty acid synthase [Nephila pilipes],,"38D6P@33154,3BJ45@33208,3D2W0@33213,3J2HX@40674,47Z9P@7711,4962D@7742,4IZCF@91561,COG3321@1,KOG1202@2759"
"NPIL_570841,",GFU53382.1,103311405,,,,,,7029.ACYPI084326-PA,44.3,3.14e-65,212.0,,,,,"uncharacterized protein NPIL_570841, partial [Nephila pilipes]",,"2B477@1,2S0GD@2759"
,GFU53417.1,,ko:K04962,"map04371,ko05412,map04921,ko05414,ko04024,ko05410,ko04020,ko04261,ko04260,ko04713,ko04911,ko04972,map04260,map04261,map04024,map04020,map05414,map05412,map05410,map04972,map04713,ko04921,ko04371,map04911",,,"ko00001,ko04040,ko00000",7070.TC002610-PA,65.5,0.0,1454.0,,,,,"ryanodine receptor, partial [Nephila pilipes]",,"38BST@33154,3BC6F@33208,3CVQC@33213,3SIT8@50557,41UAK@6656,KOG2243@1,KOG2243@2759"
,GFU53419.1,,ko:K04962,"map04371,ko05412,map04921,ko05414,ko04024,ko05410,ko04020,ko04261,ko04260,ko04713,ko04911,ko04972,map04260,map04261,map04024,map04020,map05414,map05412,map05410,map04972,map04713,ko04921,ko04371,map04911",,,"ko00001,ko04040,ko00000",7070.TC002610-PA,66.6,0.0,1462.0,,,,,"ryanodine receptor, partial [Nephila pilipes]",,"38BST@33154,3BC6F@33208,3CVQC@33213,3SIT8@50557,41UAK@6656,KOG2243@1,KOG2243@2759"
,GFU53421.1,,ko:K04962,"map04371,ko05412,map04921,ko05414,ko04024,ko05410,ko04020,ko04261,ko04260,ko04713,ko04911,ko04972,map04260,map04261,map04024,map04020,map05414,map05412,map05410,map04972,map04713,ko04921,ko04371,map04911",,,"ko00001,ko04040,ko00000",7070.TC002610-PA,67.2,0.0,1477.0,,,,,"ryanodine receptor, partial [Nephila pilipes]",,"38BST@33154,3BC6F@33208,3CVQC@33213,3SIT8@50557,41UAK@6656,KOG2243@1,KOG2243@2759"
,GFU53423.1,CYP4V2,ko:K07427,,,,"ko00000,ko00199",28377.ENSACAP00000001477,43.0,1.21e-111,349.0,,,,,cytochrome P450 4V2 [Nephila pilipes],,"38CHP@33154,3B9GY@33208,3CSG8@33213,487KR@7711,49547@7742,COG2124@1,KOG0157@2759"
,GFU53425.1,,ko:K07427,,,,"ko00000,ko00199",181119.XP_005517737.1,44.8,4.34e-139,419.0,,,,,cytochrome P450 4V2 [Nephila pilipes],,"38CHP@33154,3B9GY@33208,3CSG8@33213,487KR@7711,49547@7742,4GHA2@8782,COG2124@1,KOG0157@2759"
NPIL_521431,GFU53441.1,,,,,,,126957.SMAR011021-PA,55.8,1.62e-05,48.9,12.4098791170494,0.895599606648197,0.293344590003295,2.57108341221811,hypothetical protein NPIL_521431 [Nephila pilipes],,"39V44@33154,3BC1A@33208,3CUEN@33213,41TRI@6656,COG0596@1,KOG2624@2759"
,GFU53479.1,L798_07641,,,,,,136037.KDR18099,47.1,1.8700000000000001e-65,228.0,,,,,"down syndrome cell adhesion molecule homolog, partial [Nephila pilipes]",,"38HJ4@33154,3BNKU@33208,3D3EM@33213,3SKVS@50557,41Y12@6656,KOG3510@1,KOG3510@2759"
,GFU53508.1,,,,,,,400682.PAC_15703732,26.4,2.88e-47,189.0,,,,,integrase catalytic domain-containing protein [Nephila pilipes],,"2CMP4@1,2QR56@2759,38VE4@33154,3BR0W@33208"
,GFU53510.1,,,,,,,7370.XP_005190890.1,34.2,1.34e-28,119.0,,,,,integrase catalytic domain-containing protein [Nephila pilipes],,"39TC6@33154,3BHT2@33208,3D2MB@33213,3SQKU@50557,41VKT@6656,4589W@7147,COG2801@1,KOG0017@2759"
,GFU53512.1,T01_7323,,,,,,6334.EFV50549,37.0,3.63e-85,292.0,,,,,integrase catalytic domain-containing protein [Nephila pilipes],,"2CMP4@1,2QR56@2759,39VQX@33154,3BR69@33208,3D755@33213"
NPIL_283531,GFU53530.1,rab_A35,ko:K07877,"ko04152,map04152",,,"ko04131,ko04147,ko00001,ko04031,ko00000",5888.CAK67509,46.6,5.11e-10,62.0,0.0502136405710094,0.166178580543918,0.296341725022486,0.0,hypothetical protein NPIL_283531 [Nephila pilipes],,"COG1100@1,KOG0098@2759"
,GFU53532.1,,ko:K14085,"map00310,map01110,map00071,ko00561,map00330,ko01130,ko00053,ko00010,map00410,map00380,map01120,ko01110,ko00310,ko00071,ko00330,map01100,map00561,ko00410,map00340,map00053,map00010,ko01120,map00260,ko00340,ko00260,map00280,ko01100,map00620,ko00280,map01130,ko00380,ko00620","M00135,M00032","1.2.1.31,1.2.1.3,1.2.1.8","ko01000,ko00001,ko00000,ko00002",7739.XP_002601616.1,74.1,4.46e-288,796.0,,,,,alpha-aminoadipic semialdehyde dehydrogenase [Nephila pilipes],,"3943B@33154,3B93S@33208,3CTT7@33213,487RC@7711,COG1012@1,KOG2453@2759"
,GFU53534.1,107361916,,,,,,32264.tetur07g06350.1,57.7,2.02e-167,503.0,,,,,kinesin-like protein KIF12 [Nephila pilipes],,"39R0W@33154,3B9JZ@33208,3CUW3@33213,41V99@6656,COG5059@1,KOG4280@2759"
,GFU53537.1,107361916,,,,,,32264.tetur07g06350.1,57.7,4e-167,503.0,,,,,kinesin-like protein KIF12 [Nephila pilipes],,"39R0W@33154,3B9JZ@33208,3CUW3@33213,41V99@6656,COG5059@1,KOG4280@2759"
"NPIL_354271,",GFU53549.1,,,,,,,69319.XP_008547699.1,50.0,3.87e-14,73.6,,,,,"uncharacterized protein NPIL_354271, partial [Nephila pilipes]",,"38F42@33154,3BI8I@33208,3D5CW@33213,3SQKC@50557,4224Q@6656,46KTK@7399,COG2801@1,KOG0017@2759"
,GFU53647.1,G5I_03739,,,,,,103372.F4WDS4,53.9,2.2e-63,202.0,,,,,"transposase, partial [Nephila pilipes]",,"2D0J9@1,2SEEK@2759,3ADUX@33154,3BVQC@33208,3DC2U@33213,3SREQ@50557,422NV@6656"
"NPIL_269341,",GFU53699.1,,,,,,,7213.XP_004526123.1,66.7,3.36e-13,69.7,,,,,"hypothetical protein NPIL_269341, partial [Nephila pilipes]",,"38E4E@33154,3BECM@33208,3D3SS@33213,3SGKA@50557,41TGD@6656,44YIX@7147,COG0069@1,KOG0399@2759"
,GFU53713.1,,,,,,,7668.SPU_009860-tr,44.7,1.56e-115,357.0,,,,,putative gag-pol protein [Nephila pilipes],,"3AUFQ@33154,3C3RS@33208,3DKM9@33213,COG2801@1,KOG0017@2759"
,GFU53742.1,,,,,,,6500.XP_005109855.1,41.9,1.3e-25,107.0,,,,,SID1 transmembrane family member 2 [Nephila pilipes],,"28NCG@1,2QUXZ@2759,38CGE@33154,3BDA6@33208,3CS8S@33213"
,GFU53754.1,,,,,,,29176.XP_003883297.1,34.6,1.54e-08,62.4,,,,,OTU domain-containing protein [Nephila pilipes],,"3YAKH@5794,3YNE7@5796,3YS6X@5809,KOG2605@1,KOG2605@2759"
,GFU53756.1,,,,,,,12957.ACEP23699-PA,50.6,4.47e-17,80.9,,,,,g_PROTEIN_RECEP_F1_2 domain-containing protein [Nephila pilipes],,"3A9AS@33154,3BVB5@33208,3DBN6@33213,3SRG7@50557,422UD@6656,46M8W@7399,KOG3656@1,KOG3656@2759"
NPIL_550371,GFU53788.1,,,,,,,7070.TC001735-PA,25.6,1.92e-16,88.2,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_550371 [Nephila pilipes],,"38F42@33154,3CNFK@33208,3E4K9@33213,COG2801@1,KOG0017@2759"
,GFU53799.1,,,,,,,34740.HMEL009012-PA,61.1,1.47e-133,395.0,,,,,protein adenylyltransferase Fic [Nephila pilipes],,"38B91@33154,3BDIM@33208,3CV6D@33213,3SGRH@50557,41TM7@6656,441WH@7088,COG3177@1,KOG3824@2759"
,GFU53810.1,KGM_209840,ko:K04134,"ko04080,map04080",,,"ko04030,ko00001,ko00000",13037.EHJ64347,56.1,5.379999999999999e-41,164.0,,,,,muscarinic acetylcholine receptor gar-2 [Nephila pilipes],,"38SSU@33154,3BMVY@33208,3CVH5@33213,3SJDS@50557,41VHY@6656,442A8@7088,KOG3656@1,KOG3656@2759"
NPIL_558321,GFU53814.1,v1g202361,,,,,,45351.EDO44911,41.1,4.06e-13,71.6,0.0,0.0550763295516987,0.0631389308007093,0.0,uncharacterized protein NPIL_558321 [Nephila pilipes],,"KOG2088@1,KOG2088@2759"
,GFU53816.1,Gpr1,ko:K04134,"ko04080,map04080",,,"ko04030,ko00001,ko00000",6669.EFX83227,71.9,5.11e-97,298.0,,,,,muscarinic acetylcholine receptor gar-2 [Nephila pilipes],,"38SSU@33154,3BMVY@33208,3CVH5@33213,41VHY@6656,KOG3656@1,KOG3656@2759"
NPIL_558351,GFU53820.1,,,,,,,132113.XP_003488977.1,46.6,5.17e-27,114.0,0.0,0.461410739595348,0.881594113573733,0.0,uncharacterized protein NPIL_558351 [Nephila pilipes],,"28PUT@1,2QWHD@2759,38EA4@33154,3BMU4@33208,3CZSB@33213,3SP2M@50557,420QI@6656"
,GFU53822.1,T01_3001,,,,,,6334.EFV62029,50.9,1.09e-11,67.0,,,,,integrase catalytic domain-containing protein [Nephila pilipes],,"39TC6@33154,3BHT2@33208,3E5CY@33213,40FG7@6231,COG2801@1,KOG0017@2759"
,GFU53824.1,,ko:K20173,,,,"ko04131,ko00000",7425.NV10519-PA,40.6,2.12e-65,219.0,,,,,RILP-like protein homolog [Nephila pilipes],,"2CEQZ@1,2QR9G@2759,38QNN@33154,3BG89@33208,3CZM8@33213,3SKM8@50557,41XCX@6656,46JXF@7399"
,GFU53826.1,L798_14917,,,,,,136037.KDR10791,60.7,5.55e-62,201.0,,,,,kv channel-interacting protein 4 [Nephila pilipes],,"39R6Q@33154,3BES0@33208,3CYFK@33213,3SJT7@50557,41W5N@6656,COG5126@1,KOG0044@2759"
NPIL_351521,GFU53864.1,107363019,,,,,,32264.tetur09g06440.1,43.3,4.43e-104,341.0,0.0030089448500857,0.0823186025763519,0.278033954623382,0.0200109577725673,uncharacterized protein NPIL_351521 [Nephila pilipes],,"39SG7@33154,3BCU0@33208,3D0EA@33213,41TNB@6656,KOG3515@1,KOG3515@2759"
NPIL_351531,GFU53866.1,,,,,,,7070.TC002228-PA,66.7,5.9899999999999996e-24,106.0,0.0,0.184042190333647,0.52746012735741,0.154101357274035,hypothetical protein NPIL_351531 [Nephila pilipes],,"2FDYY@1,2TF8U@2759,3AT19@33154,3C3VJ@33208,3DK06@33213"
NPIL_351541,GFU53868.1,G5I_08618,,,,,,103372.F4WS09,51.7,2.31e-36,130.0,0.0,0.0,0.0,0.0,hypothetical protein NPIL_351541 [Nephila pilipes],,"2D0J9@1,2SEEK@2759,3ADUX@33154,3BVQC@33208,3DC2U@33213"
,GFU53874.1,,,,,,,7070.TC001984-PA,34.1,4.81e-13,70.1,,,,,mariner Mos1 transposase [Nephila pilipes],,"2CYNP@1,2S5CC@2759,3A627@33154,3BTC7@33208,3D9TK@33213"
,GFU53886.1,L798_01286,ko:K05313,,,,"ko04040,ko00000",136037.KDR09169,23.8,1.03e-18,97.1,,,,,"glutamate receptor ionotropic, delta-1 [Nephila pilipes]",,"38BIY@33154,3B9S8@33208,3CTGU@33213,3SKFN@50557,41UPI@6656,KOG1052@1,KOG1052@2759"
,GFU53887.1,,,,,,,7213.XP_004529189.1,55.5,6.830000000000001e-43,155.0,,,,,tachykinin-like peptides receptor 86C [Nephila pilipes],,"38C5T@33154,3BAJ8@33208,3D3CS@33213,3SG5V@50557,41VFV@6656,4520F@7147,KOG4219@1,KOG4219@2759"
NPIL_704521,GFU53911.1,PTSG_02184,ko:K10601,"map04120,ko04120,ko04141,map04141",M00403,2.3.2.27,"ko01000,ko04121,ko00001,ko00000,ko00002",946362.XP_004996670.1,49.1,2.05e-05,53.5,0.0,0.0,2.98874856864013,0.297676665553942,hypothetical protein NPIL_704521 [Nephila pilipes],,"38ITN@33154,COG5243@1,KOG0802@2759"
,GFU53990.1,,,,,,,6500.XP_005109629.1,35.9,5.88e-60,209.0,,,,,"acetoacetyl-CoA synthetase, partial [Nephila pilipes]",,"38DH9@33154,3B9TK@33208,3CX1T@33213,COG0365@1,KOG1175@2759"
NPIL_596521,GFU53998.1,,,,,,,7213.XP_004524429.1,28.5,2.58e-08,64.3,0.0,0.0,0.0,0.0,hypothetical protein NPIL_596521 [Nephila pilipes],,"2CMP4@1,2QR56@2759,39VQX@33154,3BR69@33208,3D755@33213,4230R@6656"
,GFU54023.1,Aacs,,,,,,10160.XP_004636019.1,35.4,1.64e-106,337.0,,,,,"acetoacetyl-CoA synthetase, partial [Nephila pilipes]",,"35EJT@314146,38DH9@33154,3B9TK@33208,3CX1T@33213,3J9RJ@40674,488B2@7711,493S0@7742,4PT93@9989,COG0365@1,KOG1175@2759"
,GFU54024.1,AACS,ko:K01907,"ko00650,map00650,map00280,ko00280",,6.2.1.16,"ko01000,ko00001,ko00000,ko01004",8932.XP_005498329.1,37.6,1.57e-136,422.0,,,,,acetoacetyl-CoA synthetase [Nephila pilipes],,"38DH9@33154,3B9TK@33208,3CX1T@33213,488B2@7711,493S0@7742,4GQHK@8782,COG0365@1,KOG1175@2759"
,GFU54100.1,T01_13806,,,,,,6334.EFV50150,35.4,7.12e-44,166.0,,,,,reverse transcriptase domain-containing protein [Nephila pilipes],,"39TC6@33154,3BHT2@33208,3D2MB@33213,COG2801@1,KOG0017@2759"
,GFU54103.1,L798_15468,,,,,,136037.KDR10706,40.4,1.4000000000000002e-27,108.0,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes],,"2CYNP@1,2S5CC@2759,3A627@33154,3BTC7@33208,3D9TK@33213"
,GFU54161.1,ACK66184.1,,,,,,41431.PCC8801_2155,37.2,1.27e-30,122.0,,,,,sulfotransferase 1C4 [Nephila pilipes],,"1G8T0@1117,31CAG@2,3KFWM@43988,KOG1584@1"
,GFU54166.1,,,,,,,7029.ACYPI44148-PA,65.6,6.63e-29,114.0,,,,,helitron_like_N domain-containing protein [Nephila pilipes],,"COG0507@1,KOG0987@2759"
,GFU54216.1,,ko:K07427,,,,"ko00000,ko00199",181119.XP_005517737.1,37.3,8.85e-22,102.0,,,,,cytochrome P450 4V2 [Nephila pilipes],,"38CHP@33154,3B9GY@33208,3CSG8@33213,487KR@7711,49547@7742,4GHA2@8782,COG2124@1,KOG0157@2759"
NPIL_107411,GFU54230.1,,,,,,,48698.ENSPFOP00000021439,66.7,0.000404,48.9,0.0,0.0,0.0,0.347526824857233,hypothetical protein NPIL_107411 [Nephila pilipes],,"38BZ9@33154,3BA9A@33208,3CT35@33213,4824W@7711,48YJY@7742,4A5MU@7898,KOG1721@1,KOG1721@2759"
"NPIL_632241,",GFU54278.1,v1g238672,,,,,,45351.EDO48512,55.9,0.000595,42.4,,,,,"hypothetical protein NPIL_632241, partial [Nephila pilipes]",,"28JFK@1,2QRUS@2759,38HE6@33154,3BAQI@33208"
,GFU54301.1,,,,,,,126957.SMAR011205-PA,64.4,9.24e-83,294.0,,,,,teneurin-m [Nephila pilipes],,"38CNZ@33154,3BCCK@33208,3CTIR@33213,41VT6@6656,KOG1225@1,KOG1225@2759,KOG4659@1,KOG4659@2759"
,GFU54315.1,,,,,,,126957.SMAR008753-PA,42.9,1.54e-63,214.0,,,,,"glutathione synthetase, partial [Nephila pilipes]",,"38D2F@33154,3B9ND@33208,3CU0T@33213,41V7C@6656,KOG0021@1,KOG0021@2759"
,GFU54319.1,L798_07466,ko:K10419,,,,"ko04812,ko04131,ko00000",136037.KDR18463,67.0,8.2e-44,144.0,,,,,dynein light chain roadblock-type 2 [Nephila pilipes],,"3A3F9@33154,3BRCD@33208,3D83H@33213,3SN13@50557,41ZQU@6656,KOG4115@1,KOG4115@2759"
,GFU54321.1,,,,,,,126957.SMAR000894-PA,85.9,5.73e-224,620.0,,,,,v-type proton ATPase subunit d 1 [Nephila pilipes],,"38D4F@33154,3B9JM@33208,3CRP0@33213,41Y1J@6656,COG1527@1,KOG2957@2759"
,GFU54323.1,L798_13929,ko:K01251,"map01100,map00270,ko00270,ko01100",M00035,3.3.1.1,"ko04147,ko01000,ko01009,ko00001,ko00000,ko00002",136037.KDR12193,82.2,1.32e-265,733.0,,,,,adenosylhomocysteinase [Nephila pilipes],,"38CN8@33154,3BD4V@33208,3CREX@33213,3SK0B@50557,41VHU@6656,COG0499@1,KOG1370@2759"
,GFU54331.1,,,,,,,126957.SMAR004303-PA,42.9,1.6700000000000002e-133,401.0,,,,,protoporphyrinogen oxidase [Nephila pilipes],,"38FMJ@33154,3BA94@33208,3CRDX@33213,41UBA@6656,COG1232@1,KOG1276@2759"
,GFU54347.1,,,,,,,7739.XP_002591751.1,27.2,6.9199999999999994e-40,157.0,,,,,tigger transposable element-derived protein 6 [Nephila pilipes],,"28MW1@1,2QUEB@2759,38VRH@33154,3BEGJ@33208,3CZJ4@33213,485II@7711"
,GFU54348.1,,,,,,,7739.XP_002591751.1,29.7,7.62e-47,175.0,,,,,tigger transposable element-derived protein 6 [Nephila pilipes],,"28MW1@1,2QUEB@2759,38VRH@33154,3BEGJ@33208,3CZJ4@33213,485II@7711"
,GFU54351.1,,,,,,,126957.SMAR008230-PA,86.4,4.81e-238,659.0,,,,,mothers against decapentaplegic homolog 2 [Nephila pilipes],,"38BD4@33154,3BA66@33208,3CRAN@33213,41WC8@6656,KOG3701@1,KOG3701@2759"
,GFU54353.1,,,,,,,126957.SMAR008230-PA,83.3,6.89e-31,119.0,,,,,mothers against decapentaplegic homolog 3 [Nephila pilipes],,"38BD4@33154,3BA66@33208,3CRAN@33213,41WC8@6656,KOG3701@1,KOG3701@2759"
,GFU54354.1,,,,,,,126957.SMAR000462-PA,44.9,2.86e-101,313.0,,,,,tiggy-winkle hedgehog protein [Nephila pilipes],,"38EJM@33154,3BA86@33208,3CRIQ@33213,41UYV@6656,KOG3638@1,KOG3638@2759"
NPIL_470941,GFU54359.1,,,,,,,10224.XP_002737848.1,33.2,3.92e-39,168.0,0.0850205490398614,0.0312632937448073,0.525652078867029,0.0,uncharacterized protein NPIL_470941 [Nephila pilipes],,"28K70@1,2QU49@2759,39ST5@33154,3BJYN@33208,3D2WH@33213"
NPIL_470961,GFU54361.1,,ko:K02981,"map03010,ko03010",M00177,,"br01610,ko03011,ko00001,ko00000,ko00002",72664.XP_006417498.1,42.5,5.09e-05,50.4,0.0,0.492870562749576,0.753362242508463,0.0,hypothetical protein NPIL_470961 [Nephila pilipes],,"37QF0@33090,3GC84@35493,3HYJQ@3699,COG0098@1,KOG0877@2759"
NPIL_470971,GFU54362.1,8235968,,,,,,121225.PHUM494020-PA,43.2,2.5e-06,48.1,1.41305181994345,0.988915610638593,0.640498621738484,2.7507578616743,uncharacterized protein NPIL_470971 [Nephila pilipes],,"2E3YI@1,2SAXU@2759,391SF@33154,3C79J@33208,3DN9N@33213,3EE2N@33342,3SUKZ@50557,42552@6656"
,GFU54363.1,,ko:K17986,"map04137,ko04137",,,"ko04131,ko03029,ko00001,ko00000",7739.XP_002592844.1,47.9,2.6199999999999997e-30,113.0,,,,,FUN14 domain-containing protein 1 [Nephila pilipes],,"3A0EH@33154,3BHUA@33208,3D165@33213,47YU4@7711,KOG4099@1,KOG4099@2759"
,GFU54364.1,,,,,,,7029.ACYPI40507-PA,36.5,8.82e-35,146.0,,,,,nucleic-acid-binding protein from transposon X-element [Nephila pilipes],,"39X0S@33154,3BF48@33208,KOG1075@1,KOG1075@2759"
,GFU54368.1,,,,,,,126957.SMAR014636-PA,74.2,8.42e-295,826.0,,,,,WD repeat-containing protein 48 [Nephila pilipes],,"38H09@33154,3BF8X@33208,3CY00@33213,41TYA@6656,KOG0308@1,KOG0308@2759"
,GFU54370.1,,,,,,,126957.SMAR014636-PA,82.3,9.47e-25,103.0,,,,,WD repeat-containing protein 48 [Nephila pilipes],,"38H09@33154,3BF8X@33208,3CY00@33213,41TYA@6656,KOG0308@1,KOG0308@2759"
NPIL_471041,GFU54376.1,,,,,,,32264.tetur01g02070.1,60.3,4.19e-47,155.0,0.0,0.444847277148335,0.324525273695953,0.0,uncharacterized protein NPIL_471041 [Nephila pilipes],,"2C1RC@1,2S5SF@2759,3A7GK@33154,3BTUF@33208,3DA30@33213,420D0@6656"
,GFU54378.1,L798_08383,ko:K08709,,,,ko00000,136037.KDR17126,44.3,5.46e-76,245.0,,,,,photoreceptor-specific nuclear receptor [Nephila pilipes],,"3A1ZX@33154,3BQKU@33208,3D7Y9@33213,3SMEV@50557,4205R@6656,KOG3575@1,KOG3575@2759"
,GFU54384.1,,,,,,,7029.ACYPI31612-PA,48.5,2.45e-49,171.0,,,,,zinc finger BED domain-containing protein 5 [Nephila pilipes],,"2CN11@1,2QT83@2759,38D3X@33154,3BDRF@33208,3CX54@33213,3SIMU@50557,41XCG@6656"
,GFU54386.1,,,,,,,32264.tetur08g02980.1,91.3,9.07e-313,854.0,,,,,elongation factor 1-alpha [Nephila pilipes],,"38G33@33154,3BB5I@33208,3CZIS@33213,41TFC@6656,COG5256@1,KOG0052@2759"
NPIL_471101,GFU54388.1,,ko:K13348,"map04146,ko04146",,,"ko00001,ko00000",7425.NV11448-PA,41.7,9.88e-45,153.0,0.222944444621618,0.350594969593602,0.563885548844507,0.65722066029564,hypothetical protein NPIL_471101 [Nephila pilipes],,"3A037@33154,3BNGQ@33208,3CZWS@33213,3SMZK@50557,41ZIZ@6656,46I8R@7399,KOG1944@1,KOG1944@2759"
,GFU54390.1,dcdc2c,,,,,,106582.XP_004540545.1,30.9,9.260000000000001e-36,144.0,,,,,doublecortin domain-containing protein 2C [Nephila pilipes],,"3A34W@33154,3BR82@33208,3D826@33213,48EWE@7711,49C1E@7742,4A3IV@7898,KOG3757@1,KOG3757@2759"
,GFU54396.1,,,,,,,126957.SMAR005436-PA,28.9,0.0,1399.0,,,,,vacuolar protein sorting-associated protein 13B [Nephila pilipes],,"38DFZ@33154,3B9M8@33208,3D0SD@33213,41VX5@6656,COG5043@1,KOG1809@2759"
,GFU54397.1,,ko:K07375,"ko04145,map04540,ko05130,map05130,ko04540,map04145",,,"ko04147,ko04812,ko03036,ko00001,ko00000",400682.PAC_15725889,95.2,9.34e-317,863.0,,,,,tubulin beta chain [Nephila pilipes],,"38EHS@33154,3BDQF@33208,COG5023@1,KOG1375@2759"
,GFU54398.1,LOC662737,,,,,,7070.TC030711-PA,54.9,1.54e-96,304.0,,,,,serine proteinase stubble [Nephila pilipes],,"39MWJ@33154,3BKZG@33208,3E41M@33213,3SIX7@50557,41X53@6656,COG5640@1,KOG3627@2759"
,GFU54399.1,LOC662737,,,,,,7070.TC030711-PA,54.9,1.81e-98,309.0,,,,,serine proteinase stubble [Nephila pilipes],,"39MWJ@33154,3BKZG@33208,3E41M@33213,3SIX7@50557,41X53@6656,COG5640@1,KOG3627@2759"
,GFU54431.1,,,,,,,126957.SMAR009246-PA,60.9,2.55e-203,587.0,,,,,"proline dehydrogenase 1, mitochondrial, partial [Nephila pilipes]",,"38DGW@33154,3BAYH@33208,3CXCV@33213,41TCH@6656,COG0506@1,KOG0186@2759"
,GFU54437.1,L798_01104,ko:K13118,,,,"ko03041,ko00000",136037.KDR09235,40.5,3.46e-90,291.0,,,,,splicing factor ESS-2 homolog [Nephila pilipes],,"39S3X@33154,3B9Q9@33208,3CUY4@33213,3SISJ@50557,41W6N@6656,KOG2627@1,KOG2627@2759"
,GFU54439.1,107368773,ko:K12232,,,2.3.2.26,"ko01000,ko04121,ko00000",32264.tetur28g00770.1,30.2,1.0100000000000001e-35,144.0,,,,,putative E3 ubiquitin-protein ligase HECTD2 [Nephila pilipes],,"38BET@33154,3BGMT@33208,3CYBQ@33213,41V4X@6656,COG5021@1,KOG0941@2759"
,GFU54454.1,,,,,,,7425.NV18673-PA,51.7,8.79e-32,128.0,,,,,DUF5641 domain-containing protein [Nephila pilipes],,"2CMP4@1,2QR56@2759,39VQX@33154,3BR69@33208,3D755@33213,3T012@50557,4230R@6656,46MK3@7399"
,GFU54483.1,,,,,,,7425.NV30946-PA,49.6,5.07e-28,120.0,,,,,"DUF5641 domain-containing protein, partial [Nephila pilipes]",,"2DATZ@1,2TKN4@2759,39HRF@33154,3CMJ6@33208,3E369@33213,3T188@50557,42CAX@6656,46MIJ@7399"
"NPIL_371551,",GFU54489.1,103311405,,,,,,7029.ACYPI084326-PA,44.3,2.22e-65,212.0,,,,,"uncharacterized protein NPIL_371551, partial [Nephila pilipes]",,"2B477@1,2S0GD@2759"
,GFU54511.1,8238883,,,,,,121225.PHUM027590-PA,36.2,2.0099999999999997e-30,121.0,,,,,ig-like domain-containing protein [Nephila pilipes],,"2BNCC@1,2S1P4@2759,3A3JC@33154,3BS10@33208,3D935@33213,3EEAM@33342,3SNSZ@50557,41ZXF@6656"
,GFU54513.1,,,,,,,132113.XP_003485267.1,36.7,5.08e-269,837.0,,,,,rho guanine nucleotide exchange factor 12 [Nephila pilipes],,"38G5M@33154,3BF3M@33208,3CRSK@33213,3SFQR@50557,41USD@6656,46JNT@7399,COG5422@1,KOG3520@2759"
,GFU54515.1,,,,,,,132113.XP_003485267.1,37.9,1.5599999999999998e-277,857.0,,,,,rho guanine nucleotide exchange factor 12 [Nephila pilipes],,"38G5M@33154,3BF3M@33208,3CRSK@33213,3SFQR@50557,41USD@6656,46JNT@7399,COG5422@1,KOG3520@2759"
