Biological_Process,Gene ID,protein_id,Preferred_Name,KEGG_KO,KEGG_Pathway,Pfam_Domains,GO_Terms,NPFM1,NPFM2,NPFM3,NPFM4,Mean_FPKM,Protein Description
Sex determination,,GFU21794.1,,,,Transposase_1,,,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes]
Sex determination,,GFU21799.1,,,,RVT_1,,,,,,,retrovirus-related Pol polyprotein from transposon 297 [Nephila pilipes]
Sex determination,,GFU21800.1,,,,,,,,,,,retrovirus-related Pol polyprotein from transposon 297 [Nephila pilipes]
Sex determination,,GFU21981.1,AAEL003352,ko:K12845,"ko03008,map03008,ko03040,map03040",Ribosomal_L7Ae,,,,,,,NHP2-like protein 1 homolog [Nephila pilipes]
Sex determination,,GFU21983.1,LOC658480,ko:K04374,"map05166,map04137,map04022,map05161,map04926,map04010,ko04022,map05215,ko05034,map04212,map04211,map04210,ko04932,map04214,ko05215,ko04922,map04911,ko04141,ko04261,ko04934,map04922,map04925,map04927,map04728,map05034,ko04926,map04725,map05030,map04722,map04141,map04720,map04932,ko04918,map05203,ko05031,ko05030,ko04912,ko04911,map04261,map04668,map04934,ko04915,ko04010,ko04725,ko04137,map04912,ko04668,map05031,ko04720,ko04151,map04915,map04918,ko05166,ko04728,ko04927,ko04925,ko04210,ko04211,ko04212,ko05161,ko04214,map04151,ko04722,ko05203",bZIP_1,,,,,,,cyclic AMP-dependent transcription factor ATF-4 [Nephila pilipes]
Sex determination,,GFU21989.1,,ko:K03372,"map01100,ko01100,map00604,ko00604",Acatn,,,,,,,acetyl-coenzyme A transporter 1 [Nephila pilipes]
Sex determination,,GFU21991.1,,ko:K03372,"map01100,ko01100,map00604,ko00604",Acatn,,,,,,,acetyl-coenzyme A transporter 1 [Nephila pilipes]
Sex determination,,GFU22013.1,,,,SSF,,,,,,,sodium-coupled monocarboxylate transporter 2 [Nephila pilipes]
Sex determination,,GFU22016.1,,,,SSF,,,,,,,putative sodium-dependent multivitamin transporter [Nephila pilipes]
Sex determination,,GFU22019.1,,,,SSF,,,,,,,putative sodium-dependent multivitamin transporter [Nephila pilipes]
Sex determination,,GFU22022.1,,,,SSF,,,,,,,putative sodium-dependent multivitamin transporter [Nephila pilipes]
Sex determination,,GFU22024.1,,,,SSF,,,,,,,putative sodium-dependent multivitamin transporter [Nephila pilipes]
Sex determination,,GFU22030.1,,,,rve,,,,,,,transposon Ty3-I Gag-Pol polyprotein [Nephila pilipes]
Sex determination,,GFU22031.1,,,,SSF,,,,,,,putative sodium-dependent multivitamin transporter [Nephila pilipes]
Sex determination,,GFU22036.1,,,,SSF,,,,,,,putative sodium-dependent multivitamin transporter [Nephila pilipes]
Sex determination,,GFU22038.1,,,,SSF,,,,,,,putative sodium-dependent multivitamin transporter [Nephila pilipes]
Sex determination,,GFU22043.1,,,,SSF,,,,,,,sodium-dependent multivitamin transporter [Nephila pilipes]
Sex determination,,GFU22051.1,,,,SSF,,,,,,,putative sodium-dependent multivitamin transporter [Nephila pilipes]
Sex determination,,GFU22053.1,,,,SSF,,,,,,,sodium-coupled monocarboxylate transporter 1 [Nephila pilipes]
Sex determination,,GFU22054.1,,,,SSF,,,,,,,sodium-coupled monocarboxylate transporter 1 [Nephila pilipes]
Sex determination,,GFU22055.1,,,,SSF,,,,,,,putative sodium-dependent multivitamin transporter [Nephila pilipes]
Sex determination,,GFU22058.1,ZIC5,,,zf-C2H2,,,,,,,zinc finger protein ZIC 4 [Nephila pilipes]
Sex determination,,GFU22059.1,,,,zf-C2H2,,,,,,,zinc finger protein ZIC 4 [Nephila pilipes]
Sex determination,,GFU22061.1,galt,,,"GalP_UDP_tr_C,GalP_UDP_transf",,,,,,,galactose-1-phosphate uridylyltransferase [Nephila pilipes]
Sex determination,,GFU22064.1,L798_15511,ko:K14521,"ko03008,map03008","DUF1726,GNAT_acetyltr_2,Helicase_RecD,tRNA_bind_2",,,,,,,RNA cytidine acetyltransferase [Nephila pilipes]
Sex determination,,GFU22067.1,,,,"HMG_box,HMG_box_2",,,,,,,nucleolar transcription factor 1-B [Nephila pilipes]
Sex determination,,GFU22082.1,,,,"RVT_1,rve,zf-H2C2",,,,,,,transposon Ty3-G Gag-Pol polyprotein [Nephila pilipes]
Sex determination,,GFU22156.1,,,,,,,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes]
Sex determination,,GFU22169.1,,,,DDE_Tnp_1_7,,,,,,,piggyBac transposable element-derived protein 4 [Nephila pilipes]
Sex determination,,GFU22172.1,,,,DDE_Tnp_1_7,,,,,,,piggyBac transposable element-derived protein 4 [Nephila pilipes]
Sex determination,,GFU22176.1,T01_2890,,,DDE_Tnp_1_7,,,,,,,piggyBac transposable element-derived protein 3 [Nephila pilipes]
Sex determination,,GFU22234.1,Smp_194000,,,"rve,zf-H2C2",,,,,,,transposon Tf2-11 polyprotein [Nephila pilipes]
Sex determination,,GFU22294.1,,,,,,,,,,,retrovirus-related Pol polyprotein from type-1 retrotransposable element R2 [Nephila pilipes]
Sex determination,,GFU22318.1,,,,"CENP-B_N,DDE_1,HTH_Tnp_Tc5",,,,,,,tigger transposable element-derived protein 1 [Nephila pilipes]
Sex determination,,GFU22333.1,PIIN_00698,,,"PABP,RRM_1",,,,,,,polyadenylate-binding protein 3 [Nephila pilipes]
Sex determination,,GFU22353.1,v1g32894,ko:K03845,"ko00513,map01100,ko00510,ko01100,map00510,map00513",ALG3,,,,,,,"dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase [Nephila pilipes]"
Sex determination,,GFU22360.1,107369563,,,TMEM135_C_rich,,,,,,,transmembrane protein 135 [Nephila pilipes]
Sex determination,,GFU22376.1,,,,RRM_1,,,,,,,myelin expression factor 2 [Nephila pilipes]
Sex determination,,GFU22380.1,G5I_00566,,,,,,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes]
Sex determination,,GFU22393.1,,,,"DUF1759,Peptidase_A17,rve",,,,,,,bel12-ag transposon polyprotein [Nephila pilipes]
Sex determination,,GFU22418.1,,,,DUF1759,,,,,,,transposon Tf2-6 polyprotein [Nephila pilipes]
Sex determination,,GFU22420.1,G5I_12490,,,,,,,,,,bel12-ag transposon polyprotein [Nephila pilipes]
Sex determination,,GFU22424.1,L798_11795,,,"Arm,Arm_3,IBB",,,,,,,"putative RNA-directed DNA polymerase from transposon X-element, partial [Nephila pilipes]"
Sex determination,,GFU22461.1,,ko:K11433,"ko00310,map00310","Pre-SET,SET",,,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes]
Sex determination,,GFU22466.1,,ko:K19604,"ko03040,map03040",,,,,,,,retinitis pigmentosa 9 protein homolog [Nephila pilipes]
Sex determination,,GFU22468.1,,,,MT-A70,,,,,,,n6-adenosine-methyltransferase subunit METTL3 [Nephila pilipes]
Sex determination,,GFU22522.1,,ko:K09669,,"Glyco_tran_10_N,Glyco_transf_10",,,,,,,"alpha-(1,3)-fucosyltransferase 10 [Nephila pilipes]"
Sex determination,,GFU22524.1,,ko:K09669,,"Glyco_tran_10_N,Glyco_transf_10",,,,,,,"alpha-(1,3)-fucosyltransferase 10 [Nephila pilipes]"
Sex determination,,GFU22536.1,,,,"TFIIB,TF_Zn_Ribbon",,,,,,,transcription initiation factor IIB [Nephila pilipes]
Sex determination,,GFU22652.1,,,,RVT_1,,,,,,,"transposon TX1 uncharacterized 149 kDa protein, partial [Nephila pilipes]"
Sex determination,,GFU22667.1,,,,Transposase_1,,,,,,,"histone-lysine N-methyltransferase SETMAR, partial [Nephila pilipes]"
Sex determination,,GFU22773.1,T01_13806,,,"DUF1758,DUF1759,Peptidase_A17,RVT_1",,,,,,,reverse transcriptase domain-containing protein [Nephila pilipes]
Sex determination,,GFU22822.1,,,,zf-C2H2,,,,,,,PR domain zinc finger protein 13 [Nephila pilipes]
Sex determination,,GFU22841.1,,,,DDE_Tnp_1_7,,,,,,,piggyBac transposable element-derived protein 4 [Nephila pilipes]
Sex determination,,GFU22986.1,,,,,,,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes]
Sex determination,,GFU23032.1,,,,"RVT_1,rve",,,,,,,transposon Tf2-6 polyprotein [Nephila pilipes]
Sex determination,,GFU23047.1,,,,DDE_Tnp_IS1595,,,,,,,putative transposase-like protein [Nephila pilipes]
Sex determination,,GFU23086.1,8238357,,,"DUF1736,TPR_1,TPR_8",,,,,,,"protein O-mannosyl-transferase Tmtc3, partial [Nephila pilipes]"
Sex determination,,GFU23099.1,,,,"RVT_1,rve",,,,,,,retrovirus-related Pol polyprotein from transposon opus [Nephila pilipes]
Sex determination,,GFU23134.1,,,,Peptidase_A17,,,,,,,reverse transcriptase domain-containing protein [Nephila pilipes]
Sex determination,,GFU23150.1,L798_03816,ko:K14388,,SSF,,,,,,,putative sodium-dependent multivitamin transporter [Nephila pilipes]
Sex determination,,GFU23152.1,,,,"RVT_1,rve",,,,,,,"retrovirus-related Pol polyprotein from transposon opus, partial [Nephila pilipes]"
Sex determination,,GFU23249.1,,,,"Glycos_transf_2,Ricin_B_lectin",,,,,,,"n-acetylgalactosaminyltransferase 6, partial [Nephila pilipes]"
Sex determination,,GFU23252.1,,,,"RVT_1,rve",,,,,,,retrovirus-related Pol polyprotein from transposon 297 [Nephila pilipes]
Sex determination,,GFU23254.1,Smp_184750,,,RVT_1,,,,,,,transposon Ty3-I Gag-Pol polyprotein [Nephila pilipes]
Sex determination,,GFU23331.1,,,,,,,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes]
Sex determination,,GFU23333.1,v1g122610,,,Not3,,,,,,,"CCR4-NOT transcription complex subunit 3, partial [Nephila pilipes]"
Sex determination,,GFU23336.1,v1g122610,,,Not3,,,,,,,"CCR4-NOT transcription complex subunit 3, partial [Nephila pilipes]"
Sex determination,,GFU23348.1,,,,Methyltransf_23,,,,,,,juvenile hormone acid O-methyltransferase [Nephila pilipes]
Sex determination,,GFU23352.1,,ko:K10718,"ko00981,map00981",Methyltransf_11,,,,,,,methyltransf_25 domain-containing protein [Nephila pilipes]
Sex determination,,GFU23392.1,G5I_07153,,,,,,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes]
Sex determination,,GFU23405.1,,,,"RVT_1,rve",,,,,,,retrovirus-related Pol polyprotein from transposon opus [Nephila pilipes]
Sex determination,,GFU23456.1,,,,Acetyltransf_1,,,,,,,acetyltransf_18 domain-containing protein [Nephila pilipes]
Sex determination,,GFU23484.1,,,,DUF1759,,,,,,,transposable element Tc1 transposase [Nephila pilipes]
Sex determination,,GFU23535.1,cdc2,ko:K02087,"map04110,map04114,map04115,map04914,map04540,ko05169,map05168,ko04914,ko04218,ko04110,ko04115,ko04114,ko04540,map05203,map05169,map04218,ko05168,ko05203",Pkinase,"P|GO:0006464|ISS,P|GO:0006464|IEA,P|GO:0006468|ISS,P|GO:0006468|IEA,P|GO:0006793|ISS,P|GO:0006793|IEA,P|GO:0006796|ISS,P|GO:0006796|IEA,P|GO:0006807|ISS,P|GO:0006807|IEA,P|GO:0007049|IEA,P|GO:0007346|IEA,P|GO:0008150|IEA,P|GO:0008150|ISS,P|GO:0008150|IEA,P|GO:0008150|IEA,P|GO:0008152|ISS,P|GO:0008152|IEA,P|GO:0009794|IEA,P|GO:0009987|ISS,P|GO:0009987|IEA,P|GO:0009987|IEA,P|GO:0016310|ISS,P|GO:0016310|IEA,P|GO:0019538|ISS,P|GO:0019538|IEA,P|GO:0036211|ISS,P|GO:0036211|IEA,P|GO:0043170|ISS,P|GO:0043170|IEA,P|GO:0043412|ISS,P|GO:0043412|IEA,P|GO:0044237|ISS,P|GO:0044237|IEA,P|GO:0044238|ISS,P|GO:0044238|IEA,P|GO:0044260|ISS,P|GO:0044260|IEA,P|GO:0044267|ISS,P|GO:0044267|IEA,P|GO:0045995|IEA,P|GO:0050789|IEA,P|GO:0050789|ISS,P|GO:0050793|IEA,P|GO:0050794|IEA,P|GO:0050794|ISS,P|GO:0051239|IEA,P|GO:0051301|IEA,P|GO:0051726|IEA,P|GO:0051726|ISS,P|GO:0065007|IEA,P|GO:0065007|ISS,P|GO:0071704|ISS,P|GO:0071704|IEA,P|GO:1901564|ISS,P|GO:1901564|IEA,P|GO:2000026|IEA,C|GO:0005575|IEA,C|GO:0005575|IEA,C|GO:0005622|IEA,C|GO:0005622|IEA,C|GO:0005623|IEA,C|GO:0005623|IEA,C|GO:0005634|IEA,C|GO:0005737|IEA,C|GO:0005815|IEA,C|GO:0005856|IEA,C|GO:0015630|IEA,C|GO:0043226|IEA,C|GO:0043227|IEA,C|GO:0043228|IEA,C|GO:0043229|IEA,C|GO:0043231|IEA,C|GO:0043232|IEA,C|GO:0044422|IEA,C|GO:0044424|IEA,C|GO:0044424|IEA,C|GO:0044430|IEA,C|GO:0044446|IEA,C|GO:0044464|IEA,C|GO:0044464|IEA,F|GO:0000166|IEA,F|GO:0003674|ISS,F|GO:0003674|IEA,F|GO:0003674|IEA,F|GO:0003824|ISS,F|GO:0003824|IEA,F|GO:0004672|ISS,F|GO:0004672|IEA,F|GO:0004674|ISS,F|GO:0004674|IEA,F|GO:0004693|ISS,F|GO:0005488|IEA,F|GO:0005524|IEA,F|GO:0008144|IEA,F|GO:0008353|IEA,F|GO:0016301|ISS,F|GO:0016301|IEA,F|GO:0016740|ISS,F|GO:0016740|IEA,F|GO:0016772|ISS,F|GO:0016772|IEA,F|GO:0016773|ISS,F|GO:0016773|IEA,F|GO:0017076|IEA,F|GO:0030554|IEA,F|GO:0032553|IEA,F|GO:0032555|IEA,F|GO:0032559|IEA,F|GO:0035639|IEA,F|GO:0036094|IEA,F|GO:0043167|IEA,F|GO:0043168|IEA,F|GO:0097159|IEA,F|GO:0097367|IEA,F|GO:0097472|ISS,F|GO:0140096|ISS,F|GO:0140096|IEA,F|GO:1901265|IEA,F|GO:1901363|IEA",,,,,,cyclin-dependent kinase 1 [Nephila pilipes]
Sex determination,,GFU23536.1,,,,DHHC,,,,,,,palmitoyltransferase ZDHHC6 [Nephila pilipes]
Sex determination,,GFU23595.1,,ko:K10718,"ko00981,map00981",Methyltransf_11,,,,,,,methyltransf_25 domain-containing protein [Nephila pilipes]
Sex determination,,GFU23641.1,,,,Peptidase_A17,,,,,,,reverse transcriptase domain-containing protein [Nephila pilipes]
Sex determination,,GFU23664.1,G5I_10226,,,,,,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes]
Sex determination,,GFU23670.1,,,,"DDE_Tnp_4,Exo_endo_phos,PRE_C2HC",,,,,,,nucleic-acid-binding protein from transposon X-element [Nephila pilipes]
Sex determination,,GFU23695.1,L798_01244,ko:K15276,,UAA,,,,,,,adenosine 3'-phospho 5'-phosphosulfate transporter 1 [Nephila pilipes]
Sex determination,,GFU23700.1,,,,Galactosyl_T,,,,,,,"beta-1,3-galactosyltransferase 6 [Nephila pilipes]"
Sex determination,,GFU23885.1,,,,"ATP_Ca_trans_C,Cation_ATPase,Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase",,,,,,,plasma membrane calcium-transporting ATPase 2 [Nephila pilipes]
Sex determination,,GFU23914.1,,ko:K03260,"ko03013,map05416,map03013,ko05416",MIF4G,,,,,,,transposon Tf2-9 polyprotein [Nephila pilipes]
Sex determination,,GFU23931.1,,ko:K14137,,PPTA,,,,,,,protein prenyltransferase alpha subunit repeat-containing protein 1 [Nephila pilipes]
Sex determination,,GFU23989.1,6048760,,,"BTB,RRM_1",,,,,,,speckle-type POZ protein B [Nephila pilipes]
Sex determination,,GFU24016.1,G5I_03739,,,,,,,,,,mariner Mos1 transposase [Nephila pilipes]
Sex determination,,GFU24056.1,G5I_11536,ko:K04714,"map01100,ko01100,map00600,ko00600,ko04071,map04071",PAP2_C,,,,,,,phosphatidylcholine:ceramide cholinephosphotransferase 1 [Nephila pilipes]
Sex determination,,GFU24127.1,T01_13806,,,"DUF1758,DUF1759,Peptidase_A17,RVT_1",,,,,,,"reverse transcriptase domain-containing protein, partial [Nephila pilipes]"
Sex determination,,GFU24150.1,,ko:K09173,,"DDE_Tnp_1_7,RFX1_trans_act,RFX_DNA_binding,SCAN",,,,,,,piggyBac transposable element-derived protein 4 [Nephila pilipes]
Sex determination,,GFU24261.1,LOC655242,,,"Exo_endo_phos_2,PRE_C2HC,RVT_1",,,,,,,nucleic-acid-binding protein from transposon X-element [Nephila pilipes]
Sex determination,,GFU24289.1,,,,"Hexapep,NTP_transferase",,,,,,,mannose-1-phosphate guanyltransferase alpha-B [Nephila pilipes]
Sex determination,,GFU24309.1,tmem163,,,,,,,,,,transmembrane protein 163 [Nephila pilipes]
Sex determination,,GFU24311.1,tmem163,,,,,,,,,,transmembrane protein 163 [Nephila pilipes]
Sex determination,,GFU24317.1,EIF2AK3,ko:K08860,"map04137,map05164,map05162,map05160,map05168,map05169,map04210,map04214,ko04140,ko04141,map05010,ko04932,map04141,map04140,ko05010,ko05169,ko04137,ko04214,ko05164,ko05160,ko05162,ko04210,map04932,ko05168",Pkinase,,,,,,,eukaryotic translation initiation factor 2-alpha kinase 3 [Nephila pilipes]
Sex determination,,GFU24321.1,,,,"PQQ_2,Pkinase,SUFU,SUFU_C",,,,,,,eukaryotic translation initiation factor 2-alpha kinase 3 [Nephila pilipes]
Sex determination,,GFU24325.1,,,,"RVT_1,rve",,,,,,,retrovirus-related Pol polyprotein from transposon opus [Nephila pilipes]
Sex determination,,GFU24391.1,G5I_00566,,,,,,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes]
Sex determination,,GFU24416.1,,ko:K08175,,MFS_1,,,,,,,sodium-dependent glucose transporter 1 [Nephila pilipes]
Sex determination,,GFU24521.1,,,,RVT_1,,,,,,,reverse transcriptase domain-containing protein [Nephila pilipes]
Sex determination,,GFU24635.1,,,,"RVT_1,rve",,,,,,,retrovirus-related Pol polyprotein from transposon 17.6 [Nephila pilipes]
Sex determination,,GFU24638.1,,,,DDE_Tnp_1_7,,,,,,,piggyBac transposable element-derived protein 4 [Nephila pilipes]
Sex determination,,GFU24640.1,,,,DDE_Tnp_1_7,,,,,,,piggyBac transposable element-derived protein 4 [Nephila pilipes]
Sex determination,,GFU24645.1,,,,"ABC2_membrane_3,ABC_tran",,,,,,,ABC transporter G family member 20 [Nephila pilipes]
Sex determination,,GFU24646.1,,ko:K13185,,"DEAD,HA2,Helicase_C,OB_NTP_bind",,,,,,,ATP-dependent RNA helicase DHX30 [Nephila pilipes]
Sex determination,,GFU24648.1,,,,PCMT,,,,,,,protein-L-isoaspartate O-methyltransferase domain-containing protein 1 [Nephila pilipes]
Sex determination,,GFU24802.1,,,,RVT_1,,,,,,,"retrovirus-related Pol polyprotein from type-1 retrotransposable element R2, partial [Nephila pilipes]"
Sex determination,,GFU24869.1,3291411,,,T-box,,,,,,,"t-box transcription factor TBX2, partial [Nephila pilipes]"
Sex determination,,GFU24901.1,zgc:101748,ko:K09142,,Methyltrn_RNA_3,,,,,,,putative methyltransferase C9orf114 homolog [Nephila pilipes]
Sex determination,,GFU24921.1,,,,RRM_1,,,,,,,ELAV-like protein 2 [Nephila pilipes]
Sex determination,,GFU24986.1,,,,"DUF4371,Exo_endo_phos_2",,,,,,,"putative RNA-directed DNA polymerase from transposon X-element, partial [Nephila pilipes]"
Sex determination,,GFU24992.1,,ko:K13755,"map00230,ko04742,ko04924,ko04740,ko04020,map04020,map04924,ko00230,map04740,map04742,map05032,ko05032","PDEase_I,RVT_1,rve",,,,,,,"retrovirus-related Pol polyprotein from transposon 17.6, partial [Nephila pilipes]"
Sex determination,,GFU25006.1,,,,Fic,,,,,,,protein adenylyltransferase Fic [Nephila pilipes]
Sex determination,,GFU25092.1,,,,"RVT_1,gag-asp_proteas,rve,zf-CCHC",,,,,,,retrovirus-related Pol polyprotein from transposon 17.6 [Nephila pilipes]
Sex determination,,GFU25123.1,L798_08284,,,"Glyco_transf_7C,Glyco_transf_7N",,,,,,,"beta-1,4-galactosyltransferase 4 [Nephila pilipes]"
Sex determination,,GFU25172.1,CAQ54388.1,,,"GIIM,RVT_1",,,,,,,putative reverse transcriptase [Nephila pilipes]
Sex determination,,GFU25182.1,EGJ28991.1,,,"GIIM,RVT_1,RVT_N",,,,,,,group II intron-encoded protein LtrA [Nephila pilipes]
Sex determination,,GFU25261.1,,,,"DUF4371,Exo_endo_phos_2",,,,,,,"putative RNA-directed DNA polymerase from transposon X-element, partial [Nephila pilipes]"
Sex determination,,GFU25356.1,L798_12339,ko:K13868,"ko04974,map04974",AA_permease_2,,,,,,,"b(0,+)-type amino acid transporter 1 [Nephila pilipes]"
Sex determination,,GFU25368.1,,,,"DDE_3,HTH_Tnp_Tc3_2",,,,,,,transposase domain containing protein [Nephila pilipes]
Sex determination,,GFU25383.1,,,,RVT_1,,,,,,,"retrovirus-related Pol polyprotein from type-1 retrotransposable element R2, partial [Nephila pilipes]"
Sex determination,,GFU25408.1,npc1,ko:K12385,"ko04979,map04979,map04142,ko04142","NPC1_N,Patched",,,,,,,NPC intracellular cholesterol transporter 1 [Nephila pilipes]
Sex determination,,GFU25474.1,107359972,ko:K05038,,SNF,,,,,,,"sodium-dependent nutrient amino acid transporter 1, partial [Nephila pilipes]"
Sex determination,,GFU25479.1,107359972,ko:K05038,,SNF,,,,,,,sodium-dependent nutrient amino acid transporter 1 [Nephila pilipes]
Sex determination,,GFU25492.1,,,,TMEM192,,,,,,,transmembrane protein 192 [Nephila pilipes]
Sex determination,,GFU25531.1,,,,DDE_1,,,,,,,tigger transposable element-derived protein 1 [Nephila pilipes]
Sex determination,,GFU25645.1,,,,RVT_1,,,,,,,"transposon Ty3-G Gag-Pol polyprotein, partial [Nephila pilipes]"
Sex determination,,GFU25764.1,107359800,ko:K04977,"ko04621,map04921,map04621,ko04921",,,,,,,,transient receptor potential cation channel subfamily M member 2 [Nephila pilipes]
Sex determination,,GFU25770.1,,,,rve,,,,,,,transposon Tf2-6 polyprotein [Nephila pilipes]
Sex determination,,GFU25804.1,,,,"Ank,Ank_2",,,,,,,protein fem-1 homolog A-B [Nephila pilipes]
Sex determination,,GFU25812.1,eIF-4a,ko:K03257,"ko03013,map03013","DEAD,Helicase_C",,,,,,,eukaryotic initiation factor 4A-II [Nephila pilipes]
Sex determination,,GFU25825.1,,,,DDE_3,,,,,,,transposable element Tcb1 transposase [Nephila pilipes]
Sex determination,,GFU25858.1,,,,"Basic,HLH",,,,,,,"transcription factor SUM-1, partial [Nephila pilipes]"
Sex determination,,GFU25865.1,,,,"RVT_1,rve",,,,,,,retrovirus-related Pol polyprotein from transposon 17.6 [Nephila pilipes]
Sex determination,,GFU25870.1,,,,"DDE_1,HTH_Tnp_Tc5",,,,,,,tigger transposable element-derived protein 1 [Nephila pilipes]
Sex determination,,GFU25873.1,,,,"CENP-B_N,DDE_1,HTH_Tnp_Tc5",,,,,,,tigger transposable element-derived protein 1 [Nephila pilipes]
Sex determination,,GFU25986.1,,,,RVT_1,,,,,,,"transposon TX1 uncharacterized 149 kDa protein, partial [Nephila pilipes]"
Sex determination,,GFU26033.1,,,,Sulfotransfer_1,,,,,,,sulfotransferase 1C4 [Nephila pilipes]
Sex determination,,GFU26047.1,,ko:K00615,"ko01051,map01100,map01110,map01230,map01120,ko01110,ko01100,ko01230,map00710,ko00030,ko01130,map01051,ko00710,map01200,map01130,map00030,ko01200,ko01120","Transket_pyr,Transketolase_C,Transketolase_N",,,,,,,transketolase-like protein 2 [Nephila pilipes]
Sex determination,,GFU26056.1,8232404,ko:K05039,,SNF,,,,,,,sodium- and chloride-dependent GABA transporter 3 [Nephila pilipes]
Sex determination,,GFU26113.1,GA29052,,,,,,,,,,retrovirus-related Pol polyprotein from transposon 412 [Nephila pilipes]
Sex determination,,GFU26140.1,,,,"CPT_N,Carn_acyltransf",,,,,,,"carnitine O-palmitoyltransferase 1, liver isoform [Nephila pilipes]"
Sex determination,,GFU26210.1,L798_02083,ko:K07299,"map05166,map05211,ko04066,map05200,map04920,map04922,ko04931,ko05230,ko05211,ko04919,ko04976,ko04911,map04066,map04976,ko04922,map04919,ko04920,ko05166,map04911,map05230,ko05200,map04931",Sugar_tr,,,,,,,"solute carrier family 2, facilitated glucose transporter member 5 [Nephila pilipes]"
Sex determination,,GFU26214.1,L798_02083,ko:K07299,"map05166,map05211,ko04066,map05200,map04920,map04922,ko04931,ko05230,ko05211,ko04919,ko04976,ko04911,map04066,map04976,ko04922,map04919,ko04920,ko05166,map04911,map05230,ko05200,map04931",Sugar_tr,,,,,,,"solute carrier family 2, facilitated glucose transporter member 5 [Nephila pilipes]"
Sex determination,,GFU26216.1,107371093,ko:K14997,,Aa_trans,,,,,,,putative sodium-coupled neutral amino acid transporter 11 [Nephila pilipes]
Sex determination,,GFU26218.1,,,,DDE_Tnp_1_7,,,,,,,piggyBac transposable element-derived protein 4 [Nephila pilipes]
Sex determination,,GFU26220.1,,,,DDE_Tnp_1_7,,,,,,,piggyBac transposable element-derived protein 4 [Nephila pilipes]
Sex determination,,GFU26249.1,,,,"RVT_1,rve,zf-H2C2",,,,,,,retrovirus-related Pol polyprotein from transposon 17.6 [Nephila pilipes]
Sex determination,,GFU26278.1,,,,"RVT_1,rve",,,,,,,retrovirus-related Pol polyprotein from transposon opus [Nephila pilipes]
Sex determination,,GFU26309.1,,,,"DUF1759,Peptidase_A17,rve",,,,,,,"transposon Tf2-6 polyprotein, partial [Nephila pilipes]"
Sex determination,,GFU26345.1,,ko:K05658,"ko02010,map05206,ko05226,ko04976,map02010,map04976,ko05206,map05226","ABC_membrane,ABC_tran",,,,,,,ATP-dependent translocase ABCB1 [Nephila pilipes]
Sex determination,,GFU26352.1,,ko:K14464,"ko00513,map01100,map00513,ko01100","Glyco_tran_10_N,Glyco_transf_10",,,,,,,"alpha-(1,3)-fucosyltransferase C [Nephila pilipes]"
Sex determination,,GFU26355.1,L798_13360,,,Fic,,,,,,,"protein adenylyltransferase Fic, partial [Nephila pilipes]"
Sex determination,,GFU26379.1,,,,,,,,,,,general transcription factor II-I repeat domain-containing protein 2 [Nephila pilipes]
Sex determination,,GFU26380.1,,,,,,,,,,,general transcription factor II-I repeat domain-containing protein 2B [Nephila pilipes]
Sex determination,,GFU26454.1,,,,PHO4,,,,,,,"sodium-dependent phosphate transporter 2, partial [Nephila pilipes]"
Sex determination,,GFU26511.1,,,,RVT_1,,,,,,,"retrovirus-related Pol polyprotein from type-2 retrotransposable element R2DM, partial [Nephila pilipes]"
Sex determination,,GFU26679.1,,,,"RVT_1,rve",,,,,,,"reverse transcriptase domain-containing protein, partial [Nephila pilipes]"
Sex determination,,GFU26683.1,,,,,,,,,,,reverse transcriptase domain-containing protein [Nephila pilipes]
Sex determination,,GFU26792.1,,ko:K14778,,"DEAD,Helicase_C",,,,,,,probable ATP-dependent RNA helicase DDX49 [Nephila pilipes]
Sex determination,,GFU26793.1,,,,"DDE_Tnp_1_7,Tnp_zf-ribbon_2",,,,,,,piggyBac transposable element-derived protein 4 [Nephila pilipes]
Sex determination,,GFU26801.1,,,,"ARPC4,MttA_Hcf106,RVT_2",,,,,,,retrovirus-related Pol polyprotein from transposon TNT 1-94 [Nephila pilipes]
Sex determination,,GFU26816.1,,,,"DUF659,Exo_endo_phos_2,PRE_C2HC,RVT_1",,,,,,,"nucleic-acid-binding protein from transposon X-element, partial [Nephila pilipes]"
Sex determination,,GFU26879.1,,,,HLH,,,,,,,basic helix-loop-helix transcription factor [Nephila pilipes]
Sex determination,,GFU26911.1,,,,"DUF1759,Peptidase_A17,rve",,,,,,,putative RNA-directed DNA polymerase from transposon X-element [Nephila pilipes]
Sex determination,,GFU27001.1,,,,"RVT_1,rve",,,,,,,putative tick transposon [Nephila pilipes]
